ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Npas2_CT0/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT4/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT8/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT12/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT16/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT20/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_Input/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
68	chr2	29478741	29479190	29478970	17	intron (uc008izu.1, intron 1 of 25)	intron (NM_054050, intron 1 of 23)	3725	uc008izu.1	Rapgef1	Rap guanine nucleotide exchange factor (GEF) 1	26.91	17.3	27.87	17.3	13.46	11.53	1.92	Npas2-68	0	burg	1	27.7222222222	4.7145317748	2.7697606913	19.0616666667	0.3597924979	0.2175241641	0.3272668393	0.1344136627	0.0118853123	0.1779869084
69	chr4	107572841	107573310	107573010	17	Intergenic	Intergenic	10571	uc008uam.1	0610037L13Rik	hypothetical protein LOC74098	8.65	8.65	20.19	19.22	5.77	2.88	4.81	Npas2-69	0	burg	1	23.3450292398	8.0914289067	9.6349661521	10.8933333333	0.8047440626	0.7613538543	0.5999681135	0.0006422722	0.0003845947	0.005759446
70	chr4	150058941	150059371	150059255	17	Intergenic	Intergenic	-32873	uc008vxt.1	Slc45a1	proton-associated sugar transporter A	4.81	11.53	27.87	6.73	10.57	3.84	5.77	Npas2-70	1	burg	1	22.9425287356	8.2361705587	8.7190002873	10.8916666667	0.5349244962	0.4315743842	0.7428815595	0.0319047682	0.0041196323	0.0616930038
71	chr5	124676591	124677050	124676755	17	Intergenic	L1MB3|LINE|L1	-10394	uc008zpc.2	Pitpnm2	membrane-associated phosphatidylinositol	15.38	19.22	28.84	7.69	6.73	2.88	5.77	Npas2-71	0	burg	1	23.6213017751	9.7007231815	6.4216598078	13.4566666667	0.6785757473	0.6071481356	0.6534514986	0.0060513726	0.0014176119	0.021229258
72	chr6	54410871	54411180	54411015	17	intron (uc012emf.1, intron 1 of 7)	intron (NM_001167861, intron 1 of 6)	8148	uc012emf.1	Wipf3	WAS/WASL-interacting protein family member 3	9.61	1.92	21.15	14.42	11.53	1.92	1.92	Npas2-72	1	burg	1	23.9041916168	7.0089609868	10.6206509673	10.0916666667	0.536536861	0.4335450523	0.6731359531	0.0314100331	0.0040807572	0.0611108349
73	chr7	135075201	135075680	135075475	17	TTS (uc009jxm.1)	TTS (NM_001081374)	-1813	uc009jxi.2	Prss8	prostasin	5.77	15.38	24.03	11.53	11.53	0	5.77	Npas2-73	0	mle	1	24.0481927711	9.3273451425	8.4673069885	11.3733333333	0.7961573645	0.7508590011	0.6589913824	0.0007795206	0.000408594	0.0061188456
74	chr8	88012611	88012880	88012745	17	Intergenic	Intergenic	-3771	uc009mpy.1	Gpt2	alanine aminotransferase 2	2.88	4.81	19.22	14.42	6.73	1.92	1.92	Npas2-74	0	mle	1	24.0481927711	8.3369183172	9.8540167209	8.33	0.8617735263	0.8310565322	0.7614950341	0.0001357252	0.0001804679	0.0027025726
75	chr9	34945631	34946060	34945805	17	intron (uc009osp.1, intron 2 of 5)	intron (NM_027030, intron 2 of 5)	-21450	uc009osm.1	St3gal4	CMP-N-acetylneuraminate-beta-galactosamide-	13.46	20.19	19.22	7.69	10.57	4.81	2.88	Npas2-75	1	default	1	24	5.9483666479	5.6526955716	12.6566666667	0.6371285513	0.5564904516	0.4458581015	0.0104444985	0.0019467495	0.0291532873
76	chr9	107576891	107577261	107577055	17	3' UTR (uc009rmr.1, exon 9 of 9)	3' UTR (NM_008140, exon 9 of 9)	4847	uc009rmr.1	Gnat1	guanine nucleotide-binding protein G(t) subunit	10.57	24.99	20.19	17.3	15.38	5.77	4.81	Npas2-76	1	yule-walker	1	24.6419753086	7.2229223664	7.6156561715	15.7	0.6894982577	0.6204978705	0.397811708	0.0051795042	0.0013086458	0.0195974508
77	chr11	68912151	68912500	68912265	17	Intergenic	promoter-TSS (NM_011065)	-1335	uc007jph.2	Per1	period circadian protein homolog 1	11.53	4.81	20.19	17.3	5.77	5.77	1.92	Npas2-77	0	burg	1	23.3450292398	5.8381928496	9.9132084236	10.895	0.4911816317	0.3781108832	0.5524712459	0.047811516	0.0055138745	0.082572291
78	chr13	53069971	53070450	53070225	17	intron (uc007qni.1, intron 1 of 1)	intron (NM_017373, intron 1 of 1)	6198	uc007qni.1	Nfil3	nuclear factor interleukin-3-regulated protein	24.99	12.5	16.34	7.69	11.53	3.84	3.84	Npas2-78	0	default	1	24	3.9035106755	2.6138809524	12.815	0.2067439281	0.030464801	0.5227111975	0.3526633452	0.0264386684	0.3959287484
79	chr14	63503051	63503380	63503205	17	intron (uc007ugy.2, intron 1 of 11)	intron (NM_175546, intron 1 of 11)	46688	uc007ugy.2	Wdfy2	WD repeat and FYVE domain-containing protein 2	11.53	4.81	19.22	6.73	12.5	0.96	2.88	Npas2-79	0	mle	1	24.0481927711	3.9515512211	9.2970588152	9.2916666667	0.22945075	0.0582175833	0.6366163899	0.3094580676	0.0236265484	0.3538162216
80	chr17	45745351	45745680	45745495	17	Intergenic	Lx8|LINE|L1	-6499	uc008crg.2	Gm7325	embryonic stem cell- and germ cell-specific	9.61	8.65	20.19	13.46	10.57	0.96	0.96	Npas2-80	0	mle	1	24.0481927711	6.7971303321	9.2333296074	10.5733333333	0.7239604403	0.662618316	0.5431098116	0.0030504996	0.0009427574	0.014118138
81	chr1	67163071	67163460	67163265	16	Intergenic	Intergenic	-6375	uc007biy.1	Cps1	carbamoyl-phosphate synthase [ammonia],	4.81	11.53	22.11	14.42	6.73	6.73	4.81	Npas2-81	1	burg	1	23.2093023256	7.5344911592	9.1072394858	11.055	0.8351161949	0.7984753493	0.5353702628	0.0003001242	0.0002650751	0.0039695962
82	chr1	90156791	90157230	90156895	16	3' UTR (uc007bym.2, exon 8 of 8)	3' UTR (NM_001177364, exon 43 of 43)	15750	uc007byo.1	A730008H23Rik	Mus musculus 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130054G24 product:unclassifiable, full insert sequence.	14.42	8.65	20.19	10.57	4.81	2.88	9.61	Npas2-82	0	burg	1	24.490797546	5.3785448394	6.7838447372	10.2533333333	0.4786285081	0.3627681766	0.5669648715	0.0533534814	0.0059308259	0.0888162914
83	chr1	93355851	93356161	93356040	16	promoter-TSS (uc007cav.1)	promoter-TSS (NM_011066)	-101	uc007cav.1	Per2	period circadian protein homolog 2	16.34	10.57	18.26	11.53	16.34	9.61	0.96	Npas2-83	0	burg	1	22.9425287356	1.0931335319	11.0822151454	13.775	0.0584609147	-0.1507699931	0.2406489777	0.7625574869	0.0520450148	0.7793931717
84	chr1	94925921	94926381	94926205	16	intron (uc007cdf.2, intron 36 of 47)	intron (NM_008440, intron 36 of 47)	23240	uc007cdc.2	Aqp12	aquaporin-12 isoform 1	9.61	23.07	11.53	4.81	3.84	2.88	3.84	Npas2-84	0	burg	1	23.9041916168	7.3909680156	4.6401318278	9.29	0.6466742378	0.5681574018	0.7430062995	0.0092637936	0.0018104564	0.0271122484
85	chr1	166345271	166345900	166345565	16	intron (uc007din.2, intron 13 of 13)	intron (NM_138314, intron 13 of 13)	42901	uc007dip.1	Atp1b1	sodium/potassium-transporting ATPase subunit	14.42	11.53	31.72	21.15	10.57	1.92	12.5	Npas2-85	1	burg	1	23.4823529412	10.875799584	9.1977019903	15.2183333333	0.7245540629	0.6633438547	0.6118367533	0.00302109	0.0009427574	0.014118138
86	chr2	92263931	92264300	92264090	16	intron (uc008kxy.2, intron 3 of 11)	intron (NM_001113333, intron 3 of 10)	10111	uc008kxy.2	Cry2	cryptochrome-2	19.22	14.42	21.15	9.61	9.61	3.84	0.96	Npas2-86	0	burg	1	25.106918239	5.2001851245	4.9510162308	12.975	0.4729126681	0.3557821499	0.4602962544	0.0560365776	0.0061127383	0.0915404963
87	chr3	78886981	78887350	78887185	16	exon (uc008pnm.1, exon 16 of 24)	exon (NM_001099624, exon 16 of 24)	62632	uc008pnm.1	Rapgef2	rap guanine nucleotide exchange factor 2	11.53	18.26	21.15	10.57	17.3	6.73	5.77	Npas2-87	0	burg	1	24.490797546	4.5931570594	7.6896061437	14.2566666667	0.429303192	0.3024816791	0.3512779335	0.080135416	0.0080063768	0.1198984266
88	chr4	62890981	62891260	62891080	16	intron (uc008tfs.1, intron 3 of 60)	MIRb|SINE|MIR	14674	uc008tfs.1	Col27a1	collagen alpha-1(XXVII) chain precursor	9.61	10.57	18.26	7.69	6.73	5.77	1.92	Npas2-88	0	burg	1	23.3450292398	4.3872693105	7.3009337307	9.7716666667	0.5977015878	0.5083019407	0.4225932841	0.0166137409	0.0026538038	0.0397416842
89	chr5	99420721	99420990	99420875	16	intron (uc008ygj.2, intron 5 of 18)	RSINE1|SINE|B4	45243	uc008ygj.2	Prkg2	cGMP-dependent protein kinase 2	9.61	7.69	19.22	5.77	1.92	0	1.92	Npas2-89	0	burg	1	23.7619047619	6.4456307728	7.0403623916	7.3683333333	0.5919057807	0.5012181764	0.8441374208	0.0177182977	0.002763054	0.0413777456
90	chr7	52961241	52961601	52961515	16	intron (uc009gws.2, intron 1 of 3)	intron (NM_016974, intron 1 of 3)	804	uc009gws.2	Dbp	D site-binding protein	7.69	18.26	26.91	13.46	13.46	0.96	3.84	Npas2-90	0	mle	1	24.1939393939	10.0703630283	8.2990874806	13.4566666667	0.7947455146	0.7491334068	0.6017985746	0.0008041128	0.0004141624	0.006202234
91	chr8	96911371	96911660	96911485	16	intron (uc009mwg.1, intron 1 of 7)	intron (NM_022331, intron 1 of 7)	1115	uc009mwg.1	Herpud1	homocysteine-responsive endoplasmic	18.26	5.77	20.19	7.69	7.69	5.77	0.96	Npas2-91	0	burg	1	27.7222222222	2.9511257644	2.4459384131	10.895	0.1440368776	-0.0461771496	0.5477913896	0.4966469176	0.0355266847	0.5320251236
92	chr9	15105981	15106241	15106100	16	intron (uc009ofn.2, intron 1 of 8)	promoter-TSS (NM_133732)	4500	uc009ofn.2	4931406C07Rik	ester hydrolase C11orf54 homolog	9.61	4.81	20.19	6.73	5.77	1.92	0	Npas2-92	1	default	1	24	5.1072864458	8.029622237	8.1716666667	0.398570837	0.2649199119	0.7148497104	0.1014682507	0.009510924	0.1424295719
93	chr9	66545531	66545920	66545685	16	Intergenic	MER91C|DNA|Tip100	-15768	uc009qfc.2	Car12	carbonic anhydrase 12 precursor	12.5	8.65	17.3	9.61	7.69	1.92	2.88	Npas2-93	1	burg	1	24.95	4.4420167125	7.0999143482	9.6116666667	0.4963163782	0.3843866845	0.4865707707	0.0456783314	0.005314831	0.0795915428
94	chr10	92664851	92665290	92664965	16	intron (uc007gul.2, intron 1 of 16)	RSINE1|SINE|B4	-39361	uc011xlq.1	Pctk2	Mus musculus PCTAIRE-motif protein kinase 2, mRNA (cDNA clone MGC:25109 IMAGE:4501115), complete cds.	8.65	7.69	19.22	8.65	3.84	3.84	3.84	Npas2-94	0	burg	1	23.0751445087	5.4800042634	8.092838357	8.6483333333	0.6010475346	0.5123914312	0.5950855895	0.0160009287	0.0025826067	0.0386754811
95	chr11	98635311	98635850	98635470	16	intron (uc007lhh.1, intron 1 of 7)	intron (NM_145434, intron 1 of 7)	976	uc007lhh.1	Nr1d1	nuclear receptor subfamily 1 group D member 1	28.84	12.5	16.34	11.53	23.07	9.61	1.92	Npas2-95	0	default	1	24	3.0924829124	21.3982151048	16.9816666667	0.1080699806	-0.0901366904	0.4038859953	0.5977072378	0.0417692934	0.6255104767
96	chr13	111245381	111245790	111245495	16	Intergenic	Intergenic	60333	uc007rvs.2	Plk2	serine/threonine-protein kinase PLK2	5.77	17.3	16.34	6.73	2.88	0.96	2.88	Npas2-96	1	burg	1	22.8114285714	7.8321539004	7.1098699551	8.33	0.8298532648	0.7920428792	0.7556893288	0.0003457055	0.0002853589	0.0042733544
97	chr15	91106441	91106840	91106555	16	exon (uc007xhy.2, exon 9 of 10)	exon (NM_001033633, exon 9 of 10)	-84402	uc007xhx.1	Abcd2	ATP-binding cassette sub-family D member 2	12.5	22.11	12.5	5.77	2.88	0	8.65	Npas2-97	0	mle	1	24.0481927711	8.0075003284	4.7684699174	9.2933333333	0.7182281469	0.6556121795	0.7916311017	0.0033461025	0.0009991342	0.0149624014
98	chr17	26708341	26708680	26708535	16	intron (uc008bef.1, intron 1 of 9)	intron (NM_026170, intron 1 of 9)	10053	uc008bef.1	Ergic1	endoplasmic reticulum-Golgi intermediate	17.3	11.53	13.46	7.69	6.73	2.88	3.84	Npas2-98	0	default	1	24	3.6851642665	4.2905189258	9.9316666667	0.3897588773	0.2541497389	0.476361686	0.108331964	0.0099938559	0.1496616542
99	chr17	29533741	29534031	29533905	16	Intergenic	Intergenic	36027	uc012aon.1	Fgd2	FYVE, RhoGEF and PH domain-containing protein 2	17.3	13.46	9.61	6.73	2.88	2.88	4.81	Npas2-99	1	mle	1	27.9160839161	5.1408378612	0.12564416	8.81	0.6710543704	0.5979553416	0.6024073705	0.0067151937	0.0014827873	0.0222052833
100	chr1	88928961	88929351	88929225	15	intron (uc007bvw.2, intron 15 of 21)	intron (NM_153530, intron 14 of 20)	-47590	uc007bvx.1	AK077157	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933415F08 product:lysyl-tRNA synthetase, pseudogene 1, full insert sequence.	15.38	9.61	23.07	10.57	7.69	2.88	1.92	Npas2-100	0	mle	1	24.490797546	5.7881675026	7.057976338	11.5333333333	0.4558628566	0.3349434914	0.5508455194	0.0646677388	0.0067698841	0.1013814949
101	chr1	90108291	90108661	90108500	15	promoter-TSS (uc007byk.1)	promoter-TSS (NM_201645)	-58	uc007byk.1	Ugt1a1	UDP-glucuronosyltransferase 1-1	9.61	17.3	18.26	10.57	8.65	2.88	13.46	Npas2-101	0	mle	1	24.3414634146	6.4195057828	6.9858161043	11.2116666667	0.8232696071	0.7839961865	0.4687259178	0.0004101102	0.0003100679	0.0046433805
102	chr1	155538291	155538591	155538405	15	intron (uc007dad.1, intron 6 of 6)	intron (NM_026380, intron 6 of 6)	38274	uc007dad.1	Rgs8	regulator of G-protein signaling 8	8.65	16.34	13.46	11.53	5.77	1.92	0.96	Npas2-102	0	mle	1	24.1939393939	5.7983913544	6.9622904004	9.6116666667	0.8211405746	0.7813940356	0.5000520971	0.0004328159	0.0003158585	0.0047300964
103	chr1	174240201	174240501	174240370	15	Intergenic	Intergenic	-2187	uc007dqe.1	Igsf8	immunoglobulin superfamily member 8	16.34	11.53	16.34	13.46	10.57	3.84	1.92	Npas2-103	0	mle	1	25.9220779221	3.5753818464	6.2440755483	12.0133333333	0.4047485055	0.2724703956	0.3542272558	0.0968617308	0.0091883966	0.1375996068
104	chr1	193269791	193270161	193269970	15	Intergenic	MTEb|LTR|MaLR	-49056	uc007eci.1	Ppp2r5a	serine/threonine-protein phosphatase 2A 56 kDa	5.77	2.88	22.11	8.65	6.73	3.84	0.96	Npas2-104	1	burg	1	23.2093023256	6.1441324111	9.6740585331	8.33	0.4712101481	0.3537012921	0.7733040176	0.0568556991	0.0061691725	0.0923856198
105	chr2	91298961	91299241	91299130	15	intron (uc008kvx.2, intron 1 of 37)	intron (NM_172668, intron 1 of 37)	1413	uc008kvx.2	Lrp4	low-density lipoprotein receptor-related protein	4.81	10.57	21.15	11.53	5.77	0	0	Npas2-105	0	mle	1	24.0481927711	8.7140945187	8.4768098321	8.9716666667	0.8835244543	0.8576409996	0.741414374	0.000062814	0.000129116	0.0019335601
106	chr2	129058331	129058560	129058445	15	exon (uc008mhn.1, exon 4 of 5)	Intergenic	13740	uc008mhn.1	AK042900	Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730036I17 product:hypothetical protein, full insert sequence.	9.61	14.42	7.69	5.77	6.73	1.92	1.92	Npas2-106	0	burg	1	27.9160839161	3.2726521258	2.0084232137	7.69	0.4824117075	0.367392087	0.4948327566	0.0516333139	0.0057936124	0.0867614691
107	chr2	132424961	132425300	132425075	15	intron (uc012ces.1, intron 1 of 3)	intron (NR_033469, intron 1 of 3)	1198	uc012ces.1	AU019990	Mus musculus in vitro fertilized eggs cDNA, RIKEN full-length enriched library, clone:7420435F01 product:unclassifiable, full insert sequence.	5.77	7.69	20.19	6.73	7.69	0.96	3.84	Npas2-107	0	mle	1	24.0481927711	6.3539965004	8.4179746485	8.1716666667	0.60507212	0.5173103689	0.7148832281	0.0152872748	0.0025158404	0.0376756324
108	chr2	152631901	152632210	152632060	15	intron (uc008ngm.1, intron 2 of 2)	intron (NM_009743, intron 2 of 2)	25363	uc008ngm.1	Bcl2l1	bcl-2-like protein 1	6.73	1.92	15.38	18.26	5.77	0	3.84	Npas2-108	0	burg	1	23.2093023256	7.7442208405	10.9306293905	8.01	0.7002320917	0.6336170009	0.8332551658	0.0044211283	0.0011894715	0.0178127712
109	chr2	169176961	169177291	169177145	15	Intergenic	Intergenic	-282020	uc008obo.2	Tshz2	teashirt homolog 2	14.42	8.65	22.11	9.61	6.73	0.96	3.84	Npas2-109	0	mle	1	24.490797546	6.0712798238	7.1227582946	10.4133333333	0.4698877811	0.3520850658	0.6316074447	0.0574983214	0.0062247814	0.0932183832
110	chr3	121559241	121559500	121559345	15	Intergenic	RSINE1|SINE|B4	-41237	uc008reg.1	Abcd3	ATP-binding cassette sub-family D member 3	15.38	8.65	10.57	6.73	7.69	1.92	0	Npas2-110	0	default	1	24	2.1680885781	4	8.49	0.1772267353	-0.005611768	0.4777863905	0.4156815708	0.0304289015	0.4556839519
111	chr3	129590771	129591080	129590965	15	intron (uc012cxt.1, intron 1 of 3)	intron (NM_183423, intron 1 of 3)	9385	uc012cxt.1	Pla2g12a	group XIIA secretory phospholipase A2 isoform 1	11.53	18.26	12.5	4.81	6.73	1.92	3.84	Npas2-111	1	burg	1	24.7950310559	5.4852159651	4.2622398887	9.2916666667	0.6302838759	0.5481247372	0.5840874637	0.0113607699	0.0020659089	0.0309377431
112	chr4	105305521	105305920	105305805	15	Intergenic	Intergenic	475768	uc008tye.1	Ppap2b	lipid phosphate phosphohydrolase 3	2.88	2.88	18.26	5.77	0.96	0.96	4.81	Npas2-112	1	burg	1	22.8114285714	6.3766175572	8.9161698699	5.285	0.5848236978	0.4925622973	1.1393943155	0.0191446091	0.0028994412	0.0434201942
113	chr4	128623931	128624330	128624215	15	intron (uc008uvq.1, intron 8 of 10)	intron (NM_172875, intron 8 of 10)	15531	uc008uvq.1	Adc	antizyme inhibitor 2	15.38	19.22	29.8	9.61	3.84	1.92	2.88	Npas2-113	0	burg	1	23.6213017751	10.9777873864	6.5950604327	13.295	0.745461152	0.6888969635	0.7163564365	0.0021178409	0.0007633934	0.0114320965
114	chr4	133115901	133116101	133116000	15	Intergenic	Intergenic	6696	uc008vcz.1	Nr0b2	nuclear receptor subfamily 0 group B member 2	14.42	5.77	11.53	7.69	10.57	5.77	2.88	Npas2-114	0	default	1	24	0.2810815082	22.3328695577	9.2916666667	0.0041893284	-0.217101932	0.3412233004	0.9812857505	0.0656100273	0.9825342056
115	chr4	133126181	133126610	133126285	15	Intergenic	MER92B|LTR|ERV1	-4265	uc008vda.1	Gpatch3	G patch domain-containing protein 3	11.53	15.38	17.3	6.73	8.65	4.81	3.84	Npas2-115	1	default	1	24	4.7725728423	5.8479497155	10.7333333333	0.6427234573	0.5633286701	0.4180454151	0.0097391323	0.0018634235	0.0279054506
116	chr4	150059381	150059631	150059505	15	Intergenic	Intergenic	-33223	uc008vxt.1	Slc45a1	proton-associated sugar transporter A	7.69	13.46	19.22	12.5	10.57	4.81	3.84	Npas2-116	0	mle	1	24.0481927711	5.9543832271	8.567300161	11.375	0.874704563	0.8468611325	0.4004318403	8.72385922506E-005	0.0001472766	0.0022055208
117	chr7	6362781	6363060	6362945	15	Intergenic	Intergenic	-4966	uc009fbk.1	Gm16532	hypothetical protein LOC100042450	18.26	15.38	22.11	15.38	4.81	6.73	2.88	Npas2-117	1	default	1	24	6.3480671848	6.3093931965	13.7783333333	0.6281556625	0.5455235875	0.4441917299	0.0116580329	0.0021003401	0.0314533621
118	chr7	28036921	28037550	28037295	15	intron (uc009fvo.1, intron 1 of 1)	intron (NM_133770, intron 12 of 14)	5716	uc009fvo.1	AK042797	Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730025I02 product:unclassifiable, full insert sequence.	6.73	9.61	22.11	15.38	6.73	0	2.88	Npas2-118	0	mle	1	24.0481927711	9.2378616895	8.9196072335	10.0933333333	0.8850047658	0.8594502694	0.6971528797	5.93006274304E-005	0.0001263415	0.0018920106
119	chr7	52075511	52075850	52075625	15	intron (uc009gqw.2, intron 1 of 1)	intron (NM_001171024, intron 1 of 8)	3940	uc009gqw.2	Nup62	nuclear pore glycoprotein p62	12.5	11.53	17.3	7.69	7.69	1.92	2.88	Npas2-119	1	burg	1	24.1939393939	4.7362820852	6.5644044935	9.7716666667	0.5694238893	0.4737403092	0.4899471274	0.0225540577	0.0032652417	0.0488981912
120	chr8	63378991	63379360	63379245	15	intron (uc009lti.2, intron 5 of 7)	intron (NM_028299, intron 5 of 7)	9927	uc009lti.2	2700029M09Rik	hypothetical protein LOC72612	2.88	1.92	18.26	10.57	8.65	0	1.92	Npas2-120	0	mle	1	24.0481927711	7.5152469653	10.2333181453	7.0466666667	0.7223106282	0.6606018789	0.8862773905	0.0031334059	0.0009555307	0.0143094224
121	chr8	118243081	118243450	118243195	15	Intergenic	Intergenic	-12471	uc009nof.1	Maf	transcription factor Maf	19.22	14.42	11.53	5.77	1.92	0.96	0	Npas2-121	0	default	1	24	6.3427653012	3.4978816393	8.97	0.597153739	0.5076323476	0.7414805031	0.0167157943	0.0026620141	0.0398646366
122	chr9	44295661	44296000	44295775	15	Intergenic	Intergenic	8969	uc009pdt.1	AK078316	Mus musculus adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C030014I23 product:hypothetical protein, full insert sequence.	16.34	4.81	15.38	8.65	5.77	1.92	3.84	Npas2-122	0	mle	1	26.7919463087	2.9995473179	4.1175572595	8.8116666667	0.184963371	0.0038441201	0.6086857095	0.3983795821	0.0294458939	0.4409630536
123	chr9	51785651	51786011	51785805	15	Intergenic	Intergenic	-14193	uc009plo.1	Fdx1	adrenodoxin, mitochondrial precursor	8.65	7.69	24.03	10.57	11.53	0.96	1.92	Npas2-123	0	mle	1	24.0481927711	7.4148176774	9.1003158106	10.5716666667	0.5862674619	0.4943268978	0.6535626063	0.0188468402	0.00286812	0.0429511484
124	chr10	76869291	76869710	76869495	15	intron (uc007fvp.2, intron 1 of 10)	MIR3|SINE|MIR	11518	uc007fvp.2	Adarb1	double-stranded RNA-specific editase 1 isoform	0.96	6.73	18.26	11.53	3.84	1.92	1.92	Npas2-124	1	mle	1	23.6213017751	7.9210378892	9.3069913169	7.2066666667	0.8736436449	0.8455644549	0.8390870102	9.06122476012E-005	0.0001472766	0.0022055208
125	chr10	95085911	95086160	95086025	15	Intergenic	Intergenic	-59234	uc007gwp.2	Nudt4	diphosphoinositol polyphosphate phosphohydrolase	16.34	8.65	15.38	12.5	8.65	2.88	1.92	Npas2-125	0	mle	1	25.9220779221	3.2495823003	6.1088717034	10.7333333333	0.2842140583	0.1251505157	0.4277989483	0.2220875637	0.0178461182	0.26725216
126	chr10	123280721	123281240	123280895	15	Intergenic	Intergenic	579848	uc007hgu.1	Fam19a2	TAFA2 protein	10.57	11.53	23.07	5.77	6.73	0.96	4.81	Npas2-126	1	default	1	24	7.0474642299	7.0104823909	9.7716666667	0.5703417978	0.4748621973	0.7034301682	0.0223384986	0.003246096	0.0486114779
127	chr11	98636841	98637150	98637015	15	promoter-TSS (uc007lhh.1)	promoter-TSS (NM_145434)	-439	uc007lhh.1	Nr1d1	nuclear receptor subfamily 1 group D member 1	14.42	24.99	39.41	15.38	3.84	5.77	3.84	Npas2-127	0	burg	1	23.0751445087	14.8011001625	7.3421747569	17.3016666667	0.8012483235	0.7570812843	0.697609513	0.0006956625	0.0003951782	0.0059179384
128	chr11	98907001	98907410	98907125	15	intron (uc007lie.1, intron 1 of 3)	intron (NM_010517, intron 1 of 3)	4631	uc007lie.1	Igfbp4	insulin-like growth factor-binding protein 4	18.26	15.38	13.46	17.3	5.77	3.84	2.88	Npas2-128	0	default	1	24	4.3900814396	6.3141199174	12.335	0.3788911992	0.2408670213	0.4508436323	0.1172882681	0.0106395517	0.1593311858
129	chr13	44401761	44402051	44401865	15	Intergenic	Intergenic	-90050	uc007qgo.1	AK136877	Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330050A06 product:unclassifiable, full insert sequence.	3.84	9.61	16.34	14.42	4.81	0.96	0.96	Npas2-129	1	default	1	24	7.7487038321	9.0179335592	8.33	0.96606647	0.9585256856	0.6751104698	2.44247811088E-007	0.000009627	0.0001441673
130	chr14	47844331	47844731	47844565	15	Intergenic	Intergenic	-35454	uc007tht.1	Gch1	GTP cyclohydrolase 1 precursor	5.77	8.65	18.26	10.57	3.84	1.92	0	Npas2-130	0	burg	1	22.9425287356	6.6873240307	8.8014090304	8.1683333333	0.832853564	0.7957099116	0.6542717566	0.0003191075	0.0002734247	0.0040946351
