ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per1_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
64	chr2	167695621	167695950	167695815	34	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-62042	uc008oaj.1	Ptpn1	tyrosine-protein phosphatase non-receptor type	14.11	13.1	4.03	31.24	27.21	38.29	1.01	6.05	64-Per1_n3R16	1	burg	1	25.2658227848	11.5329431192	17.5132807345	21.33	0.5792974162	0.4858079531	0.5545789382	0.0203183439	0.0099657117	0.0931133666
65	chr15	58875361	58875740	58875535	34	intron (uc007vty.2, intron 3 of 14)	intron (NM_144800, intron 3 of 14)	38031	uc007vty.2	Mtss1	metastasis suppressor protein 1 isoform 1	16.12	16.12	6.05	29.22	16.12	44.34	6.05	20.15	65-Per1_n3R16	0	burg	1	25.9220779221	10.0513792351	19.0404307947	21.3283333333	0.3662995281	0.225477201	0.5763426957	0.1283743145	0.022159587	0.2070452982
66	chr3	122015861	122016200	122016035	32	Intergenic	Intergenic	-19409	uc012cwz.1	Mir760	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930017M02 product:unclassifiable, full insert sequence.	14.11	7.05	0	36.28	26.2	43.33	2.02	9.07	66-Per1_n3R16	0	burg	1	24.6419753086	15.103523203	17.5126564655	21.1616666667	0.5627293159	0.4655580528	0.7326000371	0.0241755648	0.0106189975	0.0992172598
67	chr3	108204681	108205050	108204865	33	exon (uc008qyx.1, exon 9 of 34)	exon (NM_001004177, exon 9 of 34)	13547	uc008qyx.1	Celsr2	cadherin EGF LAG seven-pass G-type receptor 2	12.09	10.08	3.02	32.25	30.23	39.3	2.02	2.02	67-Per1_n3R16	0	default	1	24	13.7760190666	17.3161646812	21.1616666667	0.6395292129	0.5594245936	0.6305828474	0.0101371375	0.0075531146	0.0705715707
68	chr4	82970071	82970550	82970305	27	promoter-TSS (uc008tkq.1)	promoter-TSS (NM_027238)	-217	uc008tkq.1	Ttc39b	tetratricopeptide repeat protein 39B	6.05	9.07	5.04	34.26	38.29	33.25	2.02	3.02	68-Per1_n3R16	0	burg	1	24.0481927711	15.5879700211	15.987260464	20.9933333333	0.7151416754	0.6518398255	0.6862690738	0.0035142295	0.0056931353	0.0531930893
69	chr10	80282151	80282490	80282345	24	Intergenic	RSINE1|SINE|B4	-6080	uc007geu.1	Jsrp1	junctional sarcoplasmic reticulum protein 1	14.11	8.06	7.05	38.29	29.22	29.22	0	12.09	69-Per1_n3R16	0	burg	1	24.0481927711	12.3850006	15.8091202816	20.9916666667	0.6214746138	0.5373578613	0.5648659547	0.0126307038	0.0082020676	0.076634981
70	chr7	28271741	28272280	28271945	25	promoter-TSS (uc009fwh.1)	promoter-TSS (NM_018820)	38	uc009fwh.1	Sertad1	SERTA domain-containing protein 1	10.08	6.05	6.05	42.32	32.25	28.21	2.02	3.02	70-Per1_n3R16	0	burg	1	23.9041916168	15.2641910834	15.2951616208	20.8266666667	0.6617882205	0.5866300472	0.6788021349	0.0076093802	0.0067341238	0.0629194338
71	chr8	122705681	122706340	122706045	28	Intergenic	Intergenic	-4641	uc009nqx.2	Fam92b	hypothetical protein LOC436062	9.07	8.06	6.05	58.45	25.19	17.13	4.03	14.11	71-Per1_n3R16	0	burg	1	22.9425287356	18.2008469269	13.9451387658	20.6583333333	0.5157019526	0.4080801643	0.8765933514	0.0382831117	0.0125427563	0.1171916572
72	chr16	93325151	93325460	93325305	41	Intergenic	Intergenic	28129	uc007zzm.1	AK007854	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810053B23 product:unclassifiable, full insert sequence.	10.08	18.14	7.05	23.18	15.12	50.38	2.02	17.13	72-Per1_n3R16	0	burg	1	27.3424657534	11.2210155575	19.0158149156	20.6583333333	0.3379485821	0.1908260448	0.6913393687	0.1563193498	0.0247055018	0.2308327308
73	chr19	21029371	21029690	21029560	31	promoter-TSS (uc008gyp.1)	promoter-TSS (NM_028953)	-838	uc008gyp.1	Tmc1	transmembrane channel-like protein 1	14.11	6.05	4.03	39.3	25.19	35.27	4.03	12.09	73-Per1_n3R16	1	default	1	24	13.125627833	16.5097602317	20.6583333333	0.5292423058	0.4246294849	0.6596852917	0.0336967815	0.0119753514	0.1118901812
74	chr1	88928931	88929380	88929155	25	intron (uc007bvw.2, intron 15 of 21)	intron (NM_153530, intron 14 of 20)	-47591	uc007bvx.1	AK077157	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933415F08 product:lysyl-tRNA synthetase, pseudogene 1, full insert sequence.	16.12	9.07	1.01	42.32	21.16	34.26	2.02	18.14	74-Per1_n3R16	1	default	1	24	11.7621723811	16.6642529558	20.6566666667	0.3785489812	0.2404487548	0.6833226192	0.1175793539	0.021172571	0.1978232391
75	chr4	140173191	140173850	140173545	28	intron (uc008vmw.2, intron 1 of 27)	intron (NM_001112722, intron 1 of 27)	31151	uc008vmw.2	Arhgef10l	rho guanine nucleotide exchange factor 10-like	7.05	7.05	5.04	53.41	21.16	30.23	5.04	20.15	75-Per1_n3R16	1	yule-walker	1	23.2093023256	15.3203210346	14.6881355906	20.6566666667	0.4203512968	0.2915404739	0.8335531576	0.0859492138	0.0180179058	0.1683480239
76	chr17	29533721	29534180	29533920	39	Intergenic	Intergenic	36091	uc012aon.1	Fgd2	FYVE, RhoGEF and PH domain-containing protein 2	9.07	9.07	6.05	53.41	17.13	28.21	4.03	14.11	76-Per1_n3R16	1	yule-walker	1	23.6213017751	13.2406134299	14.198415981	20.49	0.3410696634	0.1946406997	0.8029161386	0.1530304169	0.0243479705	0.2274921821
77	chr9	50315571	50315941	50315805	26	Intergenic	Intergenic	13126	uc009pjo.1	1600029D21Rik	placenta-expressed transcript 1 protein	9.07	12.09	5.04	37.28	24.18	35.27	5.04	19.15	77-Per1_n3R16	1	mle	1	24.95	10.8215449358	15.996990694	20.4883333333	0.4507793063	0.3287302632	0.6153350833	0.0674312198	0.0160698399	0.1501465162
78	chr17	31925241	31925620	31925500	30	Intergenic	Intergenic	67307	uc008bvr.1	Sik1	serine/threonine-protein kinase SIK1	6.05	6.05	1.01	42.32	36.28	29.22	3.02	8.06	78-Per1_n3R16	0	burg	1	23.9041916168	17.5736487106	15.5204829095	20.155	0.6667363187	0.5926777228	0.809688088	0.0071210813	0.0066785282	0.0623999835
79	chr11	98636861	98637070	98636965	8	promoter-TSS (uc007lhh.1)	promoter-TSS (NM_145434)	-409	uc007lhh.1	Nr1d1	nuclear receptor subfamily 1 group D member 1	16.12	9.07	9.07	30.23	23.18	33.25	0	7.05	79-Per1_n3R16	1	burg	1	24.1939393939	9.4268186466	17.1716158517	20.1533333333	0.5760732404	0.4818672938	0.4725471594	0.0210285216	0.0101006674	0.0943743078
80	chr7	139812001	139812410	139812165	29	intron (uc009kce.1, intron 1 of 6)	intron (NM_029609, intron 1 of 6)	9879	uc009kce.1	Lhpp	phospholysine phosphohistidine inorganic	10.08	12.09	1.01	34.26	22.17	41.31	1.01	5.04	80-Per1_n3R16	1	burg	1	26.2631578947	11.8693098773	17.1833055708	20.1533333333	0.4403346223	0.3159645384	0.6969229389	0.0733969453	0.0167591374	0.1565868805
81	chr11	96724901	96725350	96725175	25	Intergenic	Intergenic	13418	uc011ydo.1	Mir152	Mus musculus microRNA 152 (Mir152), microRNA.	3.02	6.05	4.03	38.29	39.3	30.23	1.01	6.05	81-Per1_n3R16	0	burg	1	23.9041916168	17.7929274555	15.4646173775	20.1533333333	0.7303087882	0.6703774079	0.7973919339	0.0027472651	0.0055831958	0.0521658839
82	chr13	53070091	53070471	53070265	26	intron (uc007qni.1, intron 1 of 1)	intron (NM_017373, intron 1 of 1)	6127	uc007qni.1	Nfil3	nuclear factor interleukin-3-regulated protein	17.13	13.1	9.07	34.26	14.11	33.25	4.03	20.15	82-Per1_n3R16	0	burg	1	26.7919463087	5.9701474312	17.0178750437	20.1533333333	0.2081138083	0.032139099	0.4915315566	0.3499310385	0.0424830954	0.3969354272
83	chr19	23210051	23210590	23210355	19	TTS (uc008gzy.1)	CpG	930	uc008gzy.1	AK019124	Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:2410071A13 product:hypothetical protein, full insert sequence.	9.07	12.09	7.05	35.27	19.15	38.29	5.04	9.07	83-Per1_n3R16	0	burg	1	26.6133333333	9.3442698339	16.104643327	20.1533333333	0.3640840912	0.2227694448	0.6137650056	0.1304063096	0.0223169561	0.2085156558
84	chr7	56607201	56607660	56607300	20	intron (uc009hbm.2, intron 1 of 37)	intron (NM_175272, intron 1 of 37)	105871	uc009hbm.2	Nav2	neuron navigator 2 isoform 1	16.12	11.08	9.07	39.3	20.15	25.19	6.05	24.18	84-Per1_n3R16	1	yule-walker	1	21.6956521739	8.8151056414	15.7286259167	20.1516666667	0.3724366729	0.2329781557	0.5017460638	0.1228737197	0.0216716902	0.2024866962
85	chr1	92998281	92998720	92998425	33	intron (uc007bzr.2, intron 4 of 7)	intron (NM_001111311, intron 4 of 7)	-43180	uc007bzv.1	Rbm44	RNA-binding protein 44	8.06	6.05	5.04	54.41	25.19	21.16	4.03	24.18	85-Per1_n3R16	0	burg	1	23.3450292398	17.1963162832	14.2111151958	19.985	0.5225350924	0.4164317796	0.8602226189	0.0359117492	0.0122368881	0.1143338162
86	chr19	46835651	46836190	46835885	27	promoter-TSS (uc008hue.1)	promoter-TSS (NM_001102471)	-179	uc008hue.1	Cnnm2	metal transporter CNNM2 isoform a	10.08	8.06	4.03	37.28	27.21	33.25	4.03	4.03	86-Per1_n3R16	0	burg	1	24.1939393939	12.8417225941	16.1301820532	19.985	0.5721980008	0.4771308899	0.6530982278	0.0219074911	0.0102733664	0.0959878997
87	chr14	70027031	70027370	70027165	33	intron (uc007umo.2, intron 1 of 13)	intron (NM_033325, intron 1 of 13)	12883	uc007uml.1	AK086749	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930513O14 product:mitochondrial solute carrier protein, full insert sequence.	14.11	11.08	6.05	37.28	14.11	36.28	1.01	29.22	87-Per1_n3R16	0	burg	1	26.6133333333	7.9300336851	16.6321525212	19.8183333333	0.2458280439	0.0782342759	0.6203816541	0.2809420234	0.0361522294	0.3377837817
88	chr16	92611901	92612231	92612030	27	intron (uc007zzj.2, intron 7 of 7)	intron (NM_001111022, intron 6 of 6)	113674	uc007zzg.1	Clic6	chloride intracellular channel protein 6	14.11	12.09	6.05	40.31	22.17	24.18	3.02	21.16	88-Per1_n3R16	0	burg	1	23.9041916168	9.4784995875	15.0792586671	19.8183333333	0.3945481566	0.2600033025	0.5551723775	0.1045582308	0.0200809869	0.1876241605
89	chr5	147499501	147499920	147499695	34	Intergenic	Intergenic	-102895	uc009ani.1	Gpr12	G-protein coupled receptor 12	5.04	12.09	3.02	43.33	23.18	32.25	4.03	9.07	89-Per1_n3R16	0	mle	1	24.3414634146	12.2185430957	15.0774488633	19.8183333333	0.4041504674	0.2717394601	0.7366904299	0.0973004197	0.0191979433	0.179373555
90	chr14	29829151	29829520	29829310	34	intron (uc007sui.1, intron 27 of 37)	intron (NM_009785, intron 27 of 37)	-2059	uc007suj.2	Lrtm1	leucine-rich repeat and transmembrane	10.08	6.05	3.02	42.32	20.15	37.28	2.02	16.12	90-Per1_n3R16	0	mle	1	24.7950310559	12.5189050588	16.022726111	19.8166666667	0.402642535	0.2698964317	0.7647288867	0.098413421	0.0193028293	0.1803535439
91	chr4	137036521	137036960	137036730	25	intron (uc008vjc.2, intron 1 of 96)	intron (NM_008305, intron 1 of 96)	12022	uc008vjc.2	Hspg2	basement membrane-specific heparan sulfate	12.09	11.08	1.01	34.26	20.15	40.31	4.03	5.04	91-Per1_n3R16	1	burg	1	25.2658227848	11.5174597814	17.5456204756	19.8166666667	0.421442614	0.292874306	0.6889632624	0.0852234263	0.0179415291	0.1676344078
92	chr3	87714361	87714811	87714645	31	intron (uc008ptc.2, intron 1 of 5)	intron (NM_008231, intron 1 of 5)	4343	uc008ptc.2	Hdgf	hepatoma-derived growth factor	7.05	3.02	6.05	44.34	25.19	32.25	2.02	8.06	92-Per1_n3R16	1	yule-walker	1	23.3450292398	15.3229747868	15.3761871291	19.65	0.5541809415	0.4551100396	0.7827132489	0.0263762978	0.0109919634	0.1027020196
93	chr11	79467941	79468410	79468095	22	intron (uc007kku.1, intron 3 of 14)	intron (NM_175543, intron 3 of 14)	20455	uc007kkw.1	AK019731	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700020F10 product:unclassifiable, full insert sequence.	14.11	14.11	0	32.25	28.21	29.22	6.05	22.17	93-Per1_n3R16	1	burg	1	22.8114285714	11.2962528173	17.314022913	19.65	0.5260539587	0.4207326161	0.5769311476	0.0347360196	0.0121160378	0.1132046668
94	chr3	89577151	89577440	89577285	37	promoter-TSS (uc008qac.1)	promoter-TSS (NM_027315)	-132	uc008qac.1	AK040741	Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530022C24 product:unclassifiable, full insert sequence.	11.08	4.03	6.05	41.31	30.23	25.19	2.02	1.01	94-Per1_n3R16	0	burg	1	23.7619047619	14.8912792069	15.2419132586	19.6483333333	0.6611173326	0.5858100732	0.6935454864	0.0076775403	0.0067341238	0.0629194338
95	chr3	78886871	78887340	78887145	29	intron (uc008pnm.1, intron 16 of 23)	intron (NM_001099624, intron 16 of 23)	62692	uc008pnm.1	Rapgef2	rap guanine nucleotide exchange factor 2	14.11	7.05	6.05	34.26	28.21	27.21	6.05	26.2	95-Per1_n3R16	0	burg	1	24.0481927711	11.7182473239	16.0839392029	19.4816666667	0.6536845412	0.5767255503	0.5615611371	0.0084649316	0.0069448697	0.0648885116
96	chr16	4896631	4897250	4896825	31	intron (uc007yap.1, intron 1 of 16)	intron (NM_029657, intron 1 of 16)	10688	uc007yap.1	Mgrn1	E3 ubiquitin-protein ligase MGRN1	16.12	8.06	5.04	43.33	18.14	26.2	4.03	20.15	96-Per1_n3R16	1	yule-walker	1	21.4623655914	10.4534665323	15.9738181895	19.4816666667	0.3275421196	0.178107035	0.6513073052	0.1676844896	0.0257618599	0.2407026791
97	chr19	46742671	46743060	46742835	20	intron (uc008hua.2, intron 6 of 7)	intron (NM_007809, intron 6 of 7)	4625	uc008hua.2	Cyp17a1	steroid 17-alpha-hydroxylase/17,20 lyase	6.05	16.12	7.05	31.24	25.19	31.24	10.08	24.18	97-Per1_n3R16	0	default	1	24	8.7776619352	15.8743564442	19.4816666667	0.423815948	0.2957750475	0.5364605563	0.0836614814	0.0177593426	0.1659321709
98	chr8	73063231	73063541	73063420	31	promoter-TSS (uc009mau.1)	promoter-TSS (NM_007924)	-188	uc009mau.1	Ell	RNA polymerase II elongation factor ELL	7.05	5.04	3.02	39.3	28.21	34.26	1.01	7.05	98-Per1_n3R16	0	mle	1	24.0481927711	14.9069544036	15.9137665527	19.48	0.5982996084	0.5090328548	0.7618329828	0.0165028954	0.009071128	0.0847549365
99	chr9	62686981	62687350	62687160	33	intron (uc009qan.1, intron 1 of 6)	MIRm|SINE|MIR	571	uc009qan.1	Cln6	ceroid-lipofuscinosis, neuronal 6	10.08	9.07	3.02	38.29	18.14	36.28	1.01	13.1	99-Per1_n3R16	0	burg	1	25.4267515924	10.4321611411	16.2825295386	19.1466666667	0.3557659412	0.212602817	0.7087316428	0.1382600038	0.0230202213	0.2150865255
100	chr14	33289821	33290190	33289945	32	intron (uc007szc.1, intron 1 of 1)	Intergenic	-10910	uc007syv.1	Chat	choline O-acetyltransferase	12.09	8.06	3.02	37.28	24.18	30.23	0	21.16	100-Per1_n3R16	1	yule-walker	1	22.8114285714	12.0362885439	16.441025299	19.1433333333	0.5094387222	0.4004251049	0.6432402673	0.0405620308	0.012874373	0.1202900759
101	chr7	87591191	87591491	87591370	37	Intergenic	Intergenic	-43693	uc009iau.1	Furin	furin preproprotein	13.1	10.08	5.04	42.32	24.18	19.15	4.03	20.15	101-Per1_n3R16	0	burg	1	23.2093023256	11.708009213	14.8105773613	18.9783333333	0.4766643622	0.3603675538	0.6381032839	0.0542639489	0.0146627491	0.1369995412
102	chr1	94926021	94926570	94926210	17	intron (uc007cdf.2, intron 36 of 47)	intron (NM_008440, intron 36 of 47)	23384	uc007cdc.2	Aqp12	aquaporin-12 isoform 1	17.13	14.11	10.08	32.25	12.09	28.21	7.05	29.22	102-Per1_n3R16	0	mle	1	25.106918239	3.9197355246	16.7708843644	18.9783333333	0.1212317855	-0.0740500399	0.4382747809	0.5590292466	0.0622671807	0.5817855255
103	chr10	79396861	79397371	79397165	21	intron (uc007gap.1, intron 3 of 8)	intron (NM_007880, intron 3 of 8)	7299	uc007gap.1	Arid3a	AT-rich interactive domain-containing protein	11.08	8.06	3.02	32.25	17.13	41.31	1.01	9.07	103-Per1_n3R16	0	burg	1	26.4370860927	11.2520853455	17.4288364685	18.8083333333	0.4133907022	0.2830330805	0.7245760758	0.0906922633	0.0184949824	0.1728055287
104	chr16	4964251	4964850	4964410	31	promoter-TSS (uc007ybc.2)	promoter-TSS (NM_028301)	168	uc007ybf.1	AK154225	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930451G09 product:hypothetical protein, full insert sequence.	5.04	5.04	1.01	44.34	30.23	26.2	1.01	3.02	104-Per1_n3R16	0	burg	1	23.9041916168	16.5703455893	15.0809615527	18.6433333333	0.6048104475	0.5169905469	0.8572956062	0.0153329086	0.0087868682	0.0820989916
105	chr19	44845891	44846430	44846165	30	intron (uc008hpz.1, intron 3 of 10)	intron (NM_011037, intron 3 of 9)	14276	uc008hpz.1	Pax2	paired box protein Pax-2	8.06	5.04	1.01	43.33	25.19	29.22	1.01	13.1	105-Per1_n3R16	1	yule-walker	1	22.6818181818	15.0032329097	15.8313752472	18.6416666667	0.5203449136	0.4137548945	0.8112228219	0.036659011	0.0123352618	0.1152529581
106	chr1	193078331	193078750	193078595	22	Intergenic	Intergenic	30187	uc007ecf.1	AK021325	Mus musculus 10 days lactation, adult female mammary gland cDNA, RIKEN full-length enriched library, clone:D730003I15 product:hypothetical protein, full insert sequence.	11.08	5.04	4.03	36.28	21.16	34.26	4.03	17.13	106-Per1_n3R16	1	default	1	24	11.9518075387	16.4652103209	18.6416666667	0.4858430377	0.371585935	0.698417442	0.0501107317	0.0141717678	0.1324121199
107	chr5	66453281	66454020	66453720	26	intron (uc008xol.2, intron 2 of 6)	intron (NM_001127382, intron 3 of 7)	35767	uc008xol.2	Rbm47	RNA-binding protein 47	7.05	9.07	4.03	48.37	29.22	14.11	8.06	30.23	107-Per1_n3R16	0	burg	1	23.0751445087	16.5706350851	14.1863799878	18.6416666667	0.5814503177	0.4884392772	0.8355546764	0.0198546198	0.0098543782	0.0920731361
108	chr2	160555981	160556320	160556145	35	promoter-TSS (uc008nra.1)	promoter-TSS (NM_021280)	-896	uc008nra.1	Plcg1	1-phosphatidylinositol-4,5-bisphosphate	8.06	9.07	5.04	45.35	19.15	24.18	2.02	14.11	108-Per1_n3R16	1	yule-walker	1	22.8114285714	12.198631847	14.7087521101	18.475	0.4081645828	0.2766456012	0.7436972573	0.0943852824	0.018892231	0.1765171701
109	chr5	138227951	138228310	138228075	29	promoter-TSS (uc009ady.1)	promoter-TSS (NM_144913)	-201	uc009ady.1	Mepce	7SK snRNA methylphosphate capping enzyme	13.1	5.04	5.04	34.26	31.24	22.17	2.02	3.02	109-Per1_n3R16	0	burg	1	23.3450292398	13.4567132139	15.8468313216	18.475	0.7166412217	0.6536726044	0.6310921718	0.0034317451	0.0056650018	0.0529302275
110	chr11	98635231	98635740	98635445	14	intron (uc007lhh.1, intron 1 of 7)	intron (NM_145434, intron 1 of 7)	1071	uc007lhh.1	Nr1d1	nuclear receptor subfamily 1 group D member 1	9.07	7.05	9.07	31.24	23.18	31.24	4.03	7.05	110-Per1_n3R16	0	mle	1	24.6419753086	10.1130847869	15.8569619333	18.475	0.5856289218	0.49354646	0.5657376238	0.0189780881	0.0096439672	0.0901071878
111	chr5	93014881	93015330	93015105	20	intron (uc008ydn.2, intron 5 of 6)	intron (NM_001170572, intron 5 of 5)	14542	uc008ydn.2	Fam47e	hypothetical protein LOC384198 isoform 1	6.05	12.09	5.04	37.28	22.17	28.21	6.05	12.09	111-Per1_n3R16	0	mle	1	24.0481927711	10.2613504044	15.1119627887	18.4733333333	0.4320559591	0.3058461722	0.6396217054	0.0784106334	0.0171944057	0.1606537548
112	chr4	135511841	135512140	135511995	28	intron (uc012dnc.1, intron 5 of 8)	intron (NM_008254, intron 5 of 8)	-9090	uc008vhl.1	Gale	UDP-glucose 4-epimerase	10.08	8.06	3.02	37.28	24.18	28.21	3.02	4.03	112-Per1_n3R16	1	burg	1	22.8114285714	12.0423752848	16.1087198027	18.4716666667	0.5170628862	0.4097435276	0.662579295	0.037801377	0.0124834786	0.1166378032
113	chr11	60350951	60351350	60351130	30	promoter-TSS (uc007jgd.2)	promoter-TSS (NM_172943)	-35	uc007jgd.2	Alkbh5	probable alpha-ketoglutarate-dependent	6.05	5.04	3.02	36.28	25.19	34.26	4.03	15.12	113-Per1_n3R16	0	burg	1	24.490797546	13.5390622094	15.9716580152	18.3066666667	0.5677138547	0.4716502669	0.7676184106	0.0229599493	0.0103822668	0.0970053961
114	chr8	126497411	126497850	126497585	33	intron (uc009nwv.1, intron 1 of 12)	intron (NM_019552, intron 1 of 12)	9392	uc009nwv.1	Abcb10	ATP-binding cassette sub-family B member 10,	9.07	5.04	1.01	46.35	28.21	20.15	5.04	8.06	114-Per1_n3R16	0	burg	1	23.4823529412	16.0311633851	14.8997589593	18.305	0.5605329911	0.4628736558	0.8487866346	0.024726819	0.0106656988	0.0996536079
115	chr8	11530851	11531250	11531070	17	intron (uc009kvj.2, intron 6 of 14)	intron (NM_024248, intron 6 of 14)	19721	uc009kvj.2	Cars2	probable cysteinyl-tRNA synthetase,	13.1	7.05	3.02	26.2	27.21	33.25	2.02	13.1	115-Per1_n3R16	1	burg	1	24.0481927711	12.3823162527	17.5627303285	18.305	0.7272948014	0.6666936461	0.6117495414	0.0028881542	0.0055952894	0.0522788785
116	chr10	127058751	127059111	127058965	20	promoter-TSS (uc007hjx.1)	promoter-TSS (NM_008512)	-727	uc007hjx.1	Lrp1	prolow-density lipoprotein receptor-related	8.06	7.05	0	26.2	34.26	34.26	0	10.08	116-Per1_n3R16	0	default	1	24	15.1932370859	17.1890280106	18.305	0.7377075723	0.6794203661	0.752414059	0.0024240183	0.0055369037	0.0517333589
117	chr15	85984021	85984340	85984185	25	intron (uc007xdy.2, intron 6 of 12)	intron (NM_145475, intron 6 of 12)	13655	uc007xdz.1	AK182695	Mus musculus cDNA, clone:Y0G0123H03, strand:unspecified.	11.08	3.02	5.04	33.25	29.22	28.21	4.03	10.08	117-Per1_n3R16	1	burg	1	22.6818181818	14.064318924	16.3830010591	18.3033333333	0.720119551	0.6579238957	0.6700259816	0.0032462094	0.0056524576	0.052813023
118	chr7	25337431	25337960	25337635	33	intron (uc012ffm.1, intron 2 of 16)	intron (NM_009532, intron 2 of 16)	5683	uc012ffm.1	Xrcc1	DNA repair protein XRCC1	11.08	6.05	3.02	49.38	17.13	22.17	6.05	27.21	118-Per1_n3R16	0	burg	1	23.3450292398	13.0152371003	14.5359497679	18.1383333333	0.3673477174	0.2267583212	0.8474971813	0.1274215422	0.0221180027	0.2066567601
119	chr12	103706971	103707360	103707225	29	promoter-TSS (uc007oug.2)	promoter-TSS (NM_001199004)	-179	uc007oug.2	Golga5	Golgin subfamily A member 5	12.09	4.03	0	25.19	37.28	30.23	1.01	5.04	119-Per1_n3R16	0	burg	1	23.4823529412	16.3184032782	17.2697975344	18.1366666667	0.8106715335	0.7685985409	0.7556522666	0.000559077	0.0052687873	0.0492282477
120	chr9	66027671	66028070	66027875	23	intron (uc009qen.2, intron 2 of 11)	intron (NM_010019, intron 2 of 11)	21837	uc009qen.2	Dapk2	death-associated protein kinase 2	11.08	3.02	4.03	42.32	24.18	24.18	4.03	22.17	120-Per1_n3R16	0	burg	1	23.9041916168	13.7220854639	15.1276362613	18.135	0.5421989499	0.4404653832	0.7584732036	0.0297197759	0.0115580777	0.1079914368
121	chr1	93779661	93780120	93779855	28	Intergenic	L1MA8|LINE|L1	-80376	uc011wpi.1	AK028549	Mus musculus 0 day neonate skin cDNA, RIKEN full-length enriched library, clone:4632428D17 product:weakly similar to hypothetical protein DKFZp586K1520.1 (fragment) [Homo sapiens], full insert sequence.	9.07	6.05	2.02	46.35	18.14	25.19	2.02	18.14	121-Per1_n3R16	1	yule-walker	1	22.4269662921	13.0629348593	15.2586059726	17.8033333333	0.3880494219	0.2520604045	0.8372529479	0.1097042802	0.0205309025	0.1918278902
