ID	Chr	Start	End	Summit	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Bmal1_CT0/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT4/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT8/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT12/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT16/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT20/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_KO/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_Input/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
64	chr6	54709901	54710321	54710165	54	Intergenic	Intergenic	-56799	uc009cae.2	Znrf2	E3 ubiquitin-protein ligase ZNRF2	57.95	83.7	46.36	20.6	6.44	6.44	2.58	1.29	64-Bmal1_n3R1	0	default	1	24	31.4363662669	4.0901533472	36.915	0.7569933355	0.7029918545	0.7697152867	0.0017190236	7.16971099001E-005	0.0050802524
65	chr7	106331411	106331780	106331585	46	promoter-TSS (uc009ile.1)	promoter-TSS (NM_026384)	-372	uc009ile.1	Dgat2	diacylglycerol O-acyltransferase 2	43.78	61.81	73.4	25.75	14.16	2.58	1.29	1.29	65-Bmal1_n3R1	0	default	1	24	29.4022729611	6.081213456	36.9133333333	0.7932557354	0.7473125655	0.6834988194	0.0008307123	5.29437247834E-005	0.0037514411
66	chr11	31724481	31724891	31724735	28	promoter-TSS (uc011xsw.1)	Intergenic	-139	uc011xsw.1	AK158188	Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630024D03 product:unclassifiable, full insert sequence.	51.51	64.39	66.96	25.75	9.01	2.58	2.58	0	66-Bmal1_n3R1	1	mle	1	24.0481927711	29.3401758933	5.4575536119	36.7	0.7988955356	0.7542056547	0.6993541408	0.0007334959	5.05444276439E-005	0.0035814337
67	chr9	61154101	61154410	61154265	46	Intergenic	Intergenic	-65918	uc009pzo.1	Tle3	transducin-like enhancer protein 3 isoform 1	54.08	65.67	66.96	20.6	6.44	6.44	1.29	1.29	67-Bmal1_n3R1	0	mle	1	23.6213017751	30.2007902786	5.2571192591	36.6983333333	0.7913178825	0.7449440786	0.7164291119	0.0008663304	5.32264140342E-005	0.0037714716
68	chr1	94926131	94926601	94926425	31	intron (uc007cdf.2, intron 36 of 47)	AT_rich|Low_complexity|Low_complexity	23455	uc007cdc.2	Aqp12	aquaporin-12 isoform 1	57.95	69.54	59.23	21.89	7.73	2.58	1.29	3.86	68-Bmal1_n3R1	0	burg	1	24.0481927711	29.6473765174	4.7376566557	36.4866666667	0.7801959785	0.7313506404	0.7303002946	0.0010943604	5.82918831199E-005	0.0041303963
69	chr6	91106951	91107321	91107195	49	intron (uc009cxv.1, intron 1 of 9)	intron (NM_144919, intron 1 of 9)	327	uc009cxv.1	Hdac11	histone deacetylase 11	42.49	59.23	82.41	25.75	2.58	6.44	0	1.29	69-Bmal1_n3R1	1	yule-walker	1	23.2093023256	33.8388982552	6.5122809485	36.4833333333	0.7915432743	0.7452195575	0.7776838253	0.0008621277	5.32264140342E-005	0.0037714716
70	chr2	58607191	58607640	58607430	44	promoter-TSS (uc008jsw.1)	promoter-TSS (NM_029692)	-181	uc008jsw.1	Upp2	uridine phosphorylase 2	21.89	61.81	84.99	36.06	7.73	5.15	0	5.15	70-Bmal1_n3R1	0	burg	1	22.5536723164	36.9415492675	7.8785548747	36.2716666667	0.8648081229	0.8347654835	0.7971215773	0.0001228224	3.5684139119E-005	0.0025284761
71	chr1	135272291	135272840	135272615	34	intron (uc007cqh.2, intron 5 of 7)	intron (NM_175443, intron 5 of 7)	12416	uc007cqh.2	Etnk2	ethanolamine kinase 2	36.06	64.39	59.23	38.63	11.59	7.73	0	2.58	71-Bmal1_n3R1	1	default	1	24	26.3829427854	6.4181346824	36.2716666667	0.8745765789	0.8467047075	0.5899260179	8.76403074462E-005	0.000034722	0.0024603021
72	chr11	98634141	98634561	98634385	34	intron (uc007lhh.1, intron 1 of 7)	intron (NM_145434, intron 1 of 7)	2205	uc007lhh.1	Nr1d1	nuclear receptor subfamily 1 group D member 1	65.67	41.21	54.08	45.07	6.44	5.15	0	0	72-Bmal1_n3R1	0	default	1	24	19.1910426529	5.6815439137	36.27	0.4355398749	0.3101042916	0.6308963288	0.0762692902	0.0012200762	0.0864511169
73	chr11	69232111	69232740	69232365	30	Intergenic	Intergenic	-5250	uc007jqe.1	Kdm6b	lysine-specific demethylase 6B	48.93	46.36	65.67	33.48	12.88	10.3	3.86	0	73-Bmal1_n3R1	1	default	1	24	21.7167462286	6.136608945	36.27	0.7128907045	0.6490886389	0.5463141065	0.0036409326	0.000108878	0.0077147849
74	chr8	87502481	87503090	87502810	46	promoter-TSS (uc012ghn.1)	promoter-TSS (NM_008416)	-168	uc012ghn.1	Junb	transcription factor jun-B	24.47	77.26	68.25	27.04	11.59	7.73	1.29	2.58	74-Bmal1_n3R1	1	mle	1	23.3450292398	33.0763350674	6.5950398553	36.0566666667	0.8111294638	0.7691582335	0.7468236902	0.0005530176	4.56170843416E-005	0.0032322963
75	chr19	4509891	4510411	4510105	30	promoter-TSS (uc008gaf.2)	promoter-TSS (NM_001162946)	-321	uc008gaf.2	Pcx	pyruvate carboxylase, mitochondrial isoform 1	43.78	65.67	64.39	21.89	9.01	7.73	0	2.58	75-Bmal1_n3R1	1	yule-walker	1	23.4823529412	28.64516531	5.7027073028	35.4116666667	0.8227834936	0.7834020477	0.6792606356	0.0004152109	4.26331051313E-005	0.00302086
76	chr9	21171931	21172401	21172125	29	promoter-TSS (uc009old.1)	promoter-TSS (NM_001042708)	-281	uc009old.1	Ilf3	interleukin enhancer-binding factor 3 isoform 1	46.36	65.67	57.95	30.9	5.15	6.44	1.29	1.29	76-Bmal1_n3R1	1	burg	1	24.1939393939	27.5572912677	5.3529537592	35.4116666667	0.8383528349	0.8024312426	0.6641626596	0.0002745089	3.93361614758E-005	0.002787248
77	chr19	36805691	36806210	36806055	46	TTS (uc008hhs.1)	TTS (NM_016854)	5144	uc008hhs.1	Ppp1r3c	protein phosphatase 1 regulatory subunit 3C	45.07	77.26	69.54	18.03	0	1.29	1.29	3.86	77-Bmal1_n3R1	0	mle	1	23.0751445087	37.3018858936	5.8438294542	35.1983333333	0.8291765358	0.791215766	0.8779263836	0.0003519361	4.18974171287E-005	0.0029687313
78	chr2	4917301	4917830	4917525	42	intron (uc008ifi.2, intron 14 of 19)	RCHARR1|DNA|MER1_type	16272	uc008ifi.2	Mcm10	protein MCM10 homolog	55.37	51.51	65.67	20.6	12.88	5.15	1.29	1.29	78-Bmal1_n3R1	1	yule-walker	1	24.1939393939	24.1136886644	5.0648764144	35.1966666667	0.6705395503	0.5973261171	0.6577404854	0.006762617	0.0001662962	0.0117832741
79	chr8	96911281	96911740	96911475	36	intron (uc009mwg.1, intron 1 of 7)	intron (NM_022331, intron 1 of 7)	1110	uc009mwg.1	Herpud1	homocysteine-responsive endoplasmic	42.49	52.8	63.1	34.77	14.16	2.58	1.29	3.86	79-Bmal1_n3R1	1	default	1	24	24.7067957997	6.5394239594	34.9833333333	0.8194800043	0.7793644497	0.6005085153	0.0004511946	4.35328144606E-005	0.0030846109
80	chr11	55281611	55281941	55281730	55	Intergenic	B1F|SINE|Alu	-1478	uc007izl.1	G3bp1	ras GTPase-activating protein-binding protein 1	79.84	79.84	37.34	7.73	1.29	2.58	0	1.29	80-Bmal1_n3R1	1	yule-walker	1	25.4267515924	35.9637547867	1.6925454661	34.77	0.7460186395	0.6895783372	0.9793676507	0.0020970477	7.83713777365E-005	0.0055531719
81	chr19	3833071	3833510	3833260	36	Intergenic	Intergenic	-18483	uc008fxg.1	Chka	choline kinase alpha isoform 1	36.06	52.8	59.23	38.63	11.59	9.01	1.29	2.58	81-Bmal1_n3R1	0	default	1	24	23.4091419231	6.707761607	34.5533333333	0.8803321071	0.853739242	0.5466338968	7.09413418974E-005	0.000034722	0.0024603021
82	chr7	104572311	104572800	104572495	43	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-6535	uc009ije.1	Thrsp	thyroid hormone-inducible hepatic protein	48.93	47.64	72.11	29.62	5.15	2.58	1.29	1.29	82-Bmal1_n3R1	1	default	1	24	27.4858432732	6.1221981764	34.3383333333	0.7229095458	0.6613338893	0.7231171169	0.0031031091	9.79456094885E-005	0.006940146
83	chr19	42119691	42120110	42119905	40	promoter-TSS (uc008hnb.1)	promoter-TSS (NM_026152)	-441	uc008hnb.1	Hoga1	probable 4-hydroxy-2-oxoglutarate aldolase,	48.93	59.23	63.1	21.89	7.73	5.15	0	6.44	83-Bmal1_n3R1	1	burg	1	24.6419753086	26.6726303053	4.8729170493	34.3383333333	0.7880141612	0.740906197	0.6906543006	0.0009297813	5.44262246022E-005	0.0038564868
84	chr6	90413411	90413900	90413750	30	intron (uc009cxj.1, intron 1 of 2)	CpG	1035	uc009cxj.1	Klf15	Krueppel-like factor 15	43.78	55.37	65.67	28.33	7.73	5.15	1.29	0	84-Bmal1_n3R1	1	burg	1	23.9041916168	26.7384270924	6.0009312078	34.3383333333	0.8160182206	0.7751333807	0.6629340226	0.0004914583	0.00004456	0.0031573966
85	chr1	88928961	88929341	88929140	43	intron (uc007bvw.2, intron 15 of 21)	intron (NM_153530, intron 14 of 20)	-47595	uc007bvx.1	AK077157	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933415F08 product:lysyl-tRNA synthetase, pseudogene 1, full insert sequence.	46.36	72.11	45.07	24.47	11.59	5.15	1.29	1.29	85-Bmal1_n3R1	1	mle	1	24.3414634146	25.1403673115	4.56705634	34.125	0.7491258703	0.6933760637	0.6717533911	0.0019840447	7.64438753822E-005	0.0054165946
86	chr9	119841511	119842090	119841725	31	exon (uc009sbq.1, exon 3 of 9)	exon (NM_028976, exon 3 of 9)	4876	uc009sbq.1	Gorasp1	Golgi reassembly-stacking protein 1	56.66	55.37	52.8	21.89	9.01	9.01	0	2.58	86-Bmal1_n3R1	0	burg	1	24.3414634146	22.8756940625	4.1868962311	34.1233333333	0.7469991158	0.6907766971	0.6238638073	0.0020608633	7.78480620302E-005	0.0055160913
87	chr16	87610381	87610751	87610560	50	Intergenic	MER57C2|LTR|ERV1	56991	uc012ahq.1	ORF63	TAK1-like protein	33.48	33.48	81.13	39.92	10.3	5.15	2.58	5.15	87-Bmal1_n3R1	0	burg	1	23.3450292398	28.4571870969	8.1065511096	33.91	0.7163987707	0.6533762753	0.7274277963	0.0034449783	0.0001048852	0.0074318633
88	chr6	71185111	71185540	71185275	42	intron (uc009cgj.2, intron 5 of 9)	intron (NM_009762, intron 4 of 8)	26950	uc009cgj.2	Smyd1	SET and MYND domain-containing protein 1 isoform	34.77	87.56	65.67	7.73	3.86	3.86	2.58	2.58	88-Bmal1_n3R1	0	burg	1	22.4269662921	39.0392725638	6.0173921286	33.9083333333	0.7603024774	0.7070363612	0.9616113468	0.001616166	0.000069256	0.0049072853
89	chr16	23337471	23337850	23337635	35	intron (uc007yto.1, intron 5 of 7)	intron (NM_145933, intron 5 of 7)	-91546	uc007ytq.1	Rtp1	receptor-transporting protein 1	55.37	56.66	47.64	24.47	11.59	6.44	1.29	3.86	89-Bmal1_n3R1	1	mle	1	26.2631578947	21.0617827402	2.9040301275	33.695	0.7448560736	0.6881574232	0.6067954204	0.0021405903	7.91763920679E-005	0.0056102129
90	chr4	147829771	147830150	147829940	35	intron (uc008vur.2, intron 5 of 57)	MIR|SINE|MIR	7269	uc008vur.2	Mtor	serine/threonine-protein kinase mTOR	48.93	56.66	52.8	24.47	5.15	12.88	2.58	3.86	90-Bmal1_n3R1	0	default	1	24	23.2538222898	4.7376643291	33.4816666667	0.812574538	0.7709244354	0.6044436071	0.0005342305	4.52331601214E-005	0.0032050925
91	chr6	146219651	146220120	146219845	30	intron (uc009erw.1, intron 37 of 56)	intron (NM_019923, intron 37 of 56)	230549	uc009erw.1	Itpr2	inositol 1,4,5-trisphosphate receptor type 2	21.89	48.93	74.69	43.78	6.44	3.86	2.58	3.86	91-Bmal1_n3R1	0	mle	1	23.7619047619	32.7319070586	7.7715097083	33.265	0.9037762208	0.8823931588	0.7551008763	2.65932149466E-005	2.92607679786E-005	0.0020733344
92	chr10	127382561	127383120	127382705	57	Intergenic	Intergenic	47249	uc007hkw.1	Sdr9c7	short-chain dehydrogenase/reductase family 9C	48.93	97.87	48.93	1.29	0	1.29	0	3.86	92-Bmal1_n3R1	1	burg	1	23.4823529412	41.0726341117	4.3713486315	33.0516666667	0.7421947124	0.6849046484	1.091979196	0.0022429169	8.14798180714E-005	0.0057734271
93	chr18	84545851	84546240	84545985	35	intron (uc008fuo.2, intron 4 of 8)	intron (NM_001033341, intron 4 of 8)	212851	uc008fuo.2	Zfp407	zinc finger protein 407	39.92	54.08	72.11	19.32	6.44	6.44	3.86	2.58	93-Bmal1_n3R1	0	burg	1	23.6213017751	28.5856187161	6.0440505652	33.0516666667	0.7671913169	0.7154560539	0.7431485026	0.0014174126	6.5368438769E-005	0.0046318208
94	chr15	84753181	84753720	84753405	38	promoter-TSS (uc007xcq.1)	promoter-TSS (NM_016714)	-408	uc007xcq.1	Nup50	nuclear pore complex protein Nup50	20.6	56.66	96.58	15.45	7.73	1.29	1.29	1.29	94-Bmal1_n3R1	0	burg	1	23.0751445087	39.1862110572	7.2733086822	33.0516666667	0.7201904088	0.6580104997	1.011647782	0.0032425127	0.0001007898	0.0071416755
95	chr6	124624641	124625010	124624870	39	intron (uc009drf.2, intron 1 of 12)	B1F|SINE|Alu	11703	uc009drf.2	Lpcat3	lysophospholipid acyltransferase 5	52.8	54.08	57.95	20.6	5.15	6.44	0	1.29	95-Bmal1_n3R1	0	default	1	24	25.0718564252	4.8564090256	32.8366666667	0.7577582413	0.7039267394	0.6915043693	0.0016948082	7.11494408512E-005	0.0050414461
96	chr3	146252471	146252880	146252605	44	intron (uc008rro.2, intron 3 of 6)	intron (NM_019957, intron 3 of 6)	-7438	uc008rrp.1	Uox	uricase	43.78	65.67	52.8	21.89	9.01	2.58	1.29	3.86	96-Bmal1_n3R1	1	default	1	24	26.5073544817	5.1980219049	32.6216666667	0.8044979091	0.761053	0.707829315	0.0006459239	4.88787893647E-005	0.0034634114
97	chr1	90108311	90108661	90108515	44	promoter-TSS (uc007byk.1)	promoter-TSS (NM_201645)	-48	uc007byk.1	Ugt1a1	UDP-glucuronosyltransferase 1-1	30.9	50.22	65.67	33.48	7.73	6.44	1.29	15.45	97-Bmal1_n3R1	0	mle	1	23.6213017751	26.6363423572	7.0140208643	32.4066666667	0.872866829	0.8446150133	0.6558523226	9.31461602801E-005	0.000034722	0.0024603021
98	chr15	81641621	81641950	81641725	32	intron (uc007wxj.2, intron 1 of 3)	promoter-TSS (NM_017376)	8682	uc007wxj.2	Tef	thyrotroph embryonic factor isoform 2	48.93	55.37	42.49	18.03	16.74	12.88	0	0	98-Bmal1_n3R1	0	burg	1	25.5897435897	17.8766076328	2.746856962	32.4066666667	0.7458260927	0.6893430022	0.524800065	0.0021042113	7.84991510966E-005	0.0055622256
99	chr16	4896711	4897090	4896855	30	intron (uc007yap.1, intron 1 of 16)	intron (NM_029657, intron 1 of 16)	10648	uc007yap.1	Mgrn1	E3 ubiquitin-protein ligase MGRN1	38.63	50.22	54.08	38.63	7.73	5.15	0	0	99-Bmal1_n3R1	1	default	1	24	22.8632350196	6.5437035596	32.4066666667	0.8342889001	0.7974642113	0.5930773169	0.0003069603	4.09136058606E-005	0.0028990212
100	chr13	48642011	48642370	48642190	44	Intergenic	CpG	-8549	uc011yzd.1	Mirlet7a-1	Mus musculus microRNA let7a-1 (Mirlet7a-1), microRNA.	38.63	50.22	65.67	28.33	6.44	5.15	1.29	1.29	100-Bmal1_n3R1	0	burg	1	23.6213017751	26.2106727505	6.4674524685	32.4066666667	0.8175567642	0.777013823	0.6779728535	0.0004732329	4.39243814567E-005	0.0031123562
101	chr4	57125021	57125620	57125285	24	intron (uc008sxz.2, intron 1 of 15)	intron (NM_019427, intron 1 of 15)	30708	uc008sxz.2	Epb4.1l4b	band 4.1-like protein 4B	41.21	45.07	55.37	29.62	14.16	7.73	2.58	2.58	101-Bmal1_n3R1	1	burg	1	24.6419753086	19.1409537764	5.7980770765	32.1933333333	0.7785224611	0.7293052303	0.5250888706	0.0011323576	5.89696456953E-005	0.0041784206
102	chr6	42320011	42320310	42320180	42	promoter-TSS (uc009bre.1)	intron (NM_023580, intron 2 of 17)	-510	uc009bre.1	AK008560	Mus musculus adult male small intestine cDNA, RIKEN full-length enriched library, clone:2010310C07 product:unclassifiable, full insert sequence.	47.64	42.49	63.1	23.18	6.44	10.3	1.29	0	102-Bmal1_n3R1	1	yule-walker	1	23.7619047619	21.8915644031	5.6249553735	32.1916666667	0.6685586436	0.5949050089	0.6370803472	0.0069475253	0.0001695503	0.0120138497
103	chr2	119302561	119303060	119302815	36	intron (uc008ltt.1, intron 1 of 35)	CpG	555	uc008ltt.1	Ino80	putative DNA helicase INO80 complex homolog 1	46.36	45.07	65.67	27.04	5.15	3.86	0	3.86	103-Bmal1_n3R1	0	mle	1	24.490797546	24.7153411341	5.6665660565	32.1916666667	0.7224685895	0.6607949427	0.7001303366	0.0031253931	0.000098327	0.0069671683
104	chr15	83197771	83198140	83197930	39	promoter-TSS (uc007xaz.2)	promoter-TSS (NR_027980)	-228	uc007xaz.2	1700001L05Rik	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4921523C20 product:hypothetical protein, full insert sequence.	37.34	69.54	55.37	20.6	6.44	2.58	0	0	104-Bmal1_n3R1	1	default	1	24	28.9893813734	5.4025229227	31.9783333333	0.8187599889	0.7784844309	0.7694584735	0.0004593496	4.36486062881E-005	0.0030928155
105	chr18	61533621	61533880	61533760	41	intron (uc008fbx.1, intron 1 of 11)	intron (NM_133249, intron 1 of 11)	26335	uc008fbx.1	Ppargc1b	peroxisome proliferator-activated receptor gamma	50.22	60.52	45.07	25.75	5.15	5.15	0	1.29	105-Bmal1_n3R1	1	mle	1	25.4267515924	23.2687702228	3.7298364993	31.9766666667	0.7796651976	0.7307019081	0.6752183633	0.0011063026	5.85038302944E-005	0.0041454143
106	chr9	121716701	121716980	121716820	45	intron (uc012hct.1, intron 13 of 15)	intron (NM_028384, intron 13 of 15)	-15215	uc009sdx.2	Hhatl	protein-cysteine N-palmitoyltransferase	24.47	56.66	65.67	28.33	11.59	2.58	0	0	106-Bmal1_n3R1	0	mle	1	24.0481927711	28.4893730717	6.8221525826	31.55	0.8652086272	0.8352549889	0.7196212922	0.0001211935	3.5684139119E-005	0.0025284761
107	chr4	102185551	102185951	102185805	53	intron (uc008twj.2, intron 5 of 14)	intron (NM_019840, intron 5 of 14)	-247217	uc008two.1	Sgip1	SH3-containing GRB2-like protein 3-interacting	75.97	57.95	43.78	5.15	2.58	2.58	0	6.44	107-Bmal1_n3R1	1	burg	1	27.5310344828	29.6853217057	0.1145812263	31.335	0.7085236069	0.6437510751	0.9390358536	0.0038968639	0.0001139355	0.008073141
108	chr4	124370921	124371370	124371035	39	promoter-TSS (uc008uqu.1)	promoter-TSS (NM_026031)	-347	uc008uqu.1	Utp11l	probable U3 small nucleolar RNA-associated	43.78	61.81	56.66	15.45	3.86	6.44	0	2.58	108-Bmal1_n3R1	1	burg	1	23.3450292398	27.953624089	5.3191391182	31.3333333333	0.8160875442	0.7752181096	0.7543366175	0.0004906255	0.00004456	0.0031573966
109	chr18	68221731	68222061	68221910	38	intron (uc008fng.1, intron 1 of 5)	intron (NM_172631, intron 1 of 5)	128985	uc008fng.1	D18Ertd653e	hypothetical protein LOC52662	37.34	52.8	69.54	16.74	6.44	3.86	1.29	2.58	109-Bmal1_n3R1	0	burg	1	23.6213017751	28.2435464988	6.0659006764	31.12	0.7651485501	0.712959339	0.7809432697	0.0014742448	6.65072843588E-005	0.0047125161
110	chr2	152186111	152186610	152186395	34	intron (uc008nfg.2, intron 1 of 4)	intron (NR_033505, intron 1 of 4)	14955	uc008nfg.2	Gm14164	Mus musculus clone NIA:H4063H10 unknown mRNA.	29.62	63.1	61.81	25.75	5.15	1.29	0	1.29	110-Bmal1_n3R1	0	mle	1	23.3450292398	30.2652004344	6.5608187231	31.12	0.8654900679	0.8355989718	0.7827209008	0.000120059	3.5684139119E-005	0.0025284761
111	chr15	77066441	77066711	77066555	55	intron (uc007wng.2, intron 1 of 13)	intron (NM_175387, intron 1 of 12)	70907	uc007wng.2	Rbfox2	RNA-binding protein 9 isoform 1	50.22	79.84	41.21	7.73	2.58	2.58	0	0	111-Bmal1_n3R1	1	yule-walker	1	23.7619047619	32.4467140736	4.0430220693	30.6933333333	0.7557483334	0.7014701852	0.9419538441	0.0017590124	7.22494134475E-005	0.005119387
112	chr10	127201101	127201410	127201255	48	Intergenic	intron (NM_080436, intron 2 of 3)	-12206	uc007hkp.1	Rdh9	retinol dehydrogenase 9	51.51	74.69	41.21	9.01	3.86	3.86	0	0	112-Bmal1_n3R1	0	default	1	24	30.2005421304	3.8118913359	30.69	0.7655106654	0.7134019243	0.881359256	0.0014640433	6.6281301094E-005	0.0046965036
113	chr7	148662061	148662391	148662250	44	intron (uc009kln.1, intron 1 of 7)	intron (NM_053082, intron 1 of 7)	1087	uc009kln.1	Tspan4	tetraspanin-4	24.47	43.78	70.82	30.9	10.3	3.86	0	3.86	113-Bmal1_n3R1	0	burg	1	23.0751445087	27.6952469612	7.7890526942	30.6883333333	0.8399371714	0.8043676539	0.7232867701	0.0002626075	0.000038917	0.0027575477
114	chr10	75298061	75298500	75298310	34	promoter-TSS (uc011xgs.1)	promoter-TSS (NM_010361)	-654	uc011xgs.1	Gstt2	glutathione S-transferase theta-2	36.06	57.95	60.52	12.88	9.01	6.44	1.29	0	114-Bmal1_n3R1	0	burg	1	23.6213017751	26.2597803604	5.5690267294	30.4766666667	0.7759487603	0.7261595959	0.7381823728	0.0011927875	6.04307300335E-005	0.0042819489
115	chr7	28271801	28272161	28271965	31	promoter-TSS (uc009fwh.1)	promoter-TSS (NM_018820)	9	uc009fwh.1	Sertad1	SERTA domain-containing protein 1	33.48	51.51	54.08	25.75	6.44	11.59	3.86	0	115-Bmal1_n3R1	0	mle	1	22.9425287356	22.4197805503	6.4353950864	30.475	0.8556166233	0.8235314284	0.5938822145	0.0001651305	3.71402399277E-005	0.0026316513
116	chr1	182126051	182126531	182126190	22	promoter-TSS (uc007dvz.2)	promoter-TSS (NM_023341)	-140	uc007dvy.2	Adck3	chaperone activity of bc1 complex-like,	36.06	56.66	51.51	24.47	3.86	5.15	1.29	0	116-Bmal1_n3R1	1	yule-walker	1	24.0481927711	24.6147885428	5.5735737111	29.6183333333	0.8521349455	0.8192760446	0.6947674296	0.0001838209	3.73709004257E-005	0.0026479952
117	chr9	43893981	43894301	43894155	31	intron (uc009pbo.1, intron 2 of 12)	intron (NM_198091, intron 1 of 11)	-15712	uc009pbr.2	Mfrp	membrane frizzled-related protein isoform 1	29.62	41.21	55.37	38.63	5.15	7.73	0	0	117-Bmal1_n3R1	0	mle	1	23.2093023256	22.2978339945	7.5705892353	29.6183333333	0.8456756881	0.8113813965	0.6096861269	0.0002228202	0.00003812	0.002701071
118	chr4	139188131	139188450	139188275	35	intron (uc012dnu.1, intron 1 of 14)	intron (NM_175438, intron 1 of 14)	9481	uc012dnu.1	Aldh4a1	delta-1-pyrroline-5-carboxylate dehydrogenase,	38.63	37.34	51.51	34.77	9.01	6.44	0	0	118-Bmal1_n3R1	1	default	1	24	18.3142936404	6.7005815232	29.6166666667	0.7359342916	0.677253023	0.5528489599	0.002498642	8.63682065238E-005	0.0061198043
119	chr15	85601701	85602180	85601845	30	intron (uc007xdj.2, intron 2 of 7)	intron (NM_011144, intron 2 of 7)	35946	uc007xdj.2	Ppara	peroxisome proliferator-activated receptor	38.63	48.93	47.64	27.04	5.15	10.3	2.58	2.58	119-Bmal1_n3R1	1	burg	1	24.3414634146	19.9194952457	5.2336814512	29.615	0.8274484638	0.789103678	0.5779062055	0.0003682432	4.18974171287E-005	0.0029687313
120	chr12	99759611	99760010	99759805	39	intron (uc007oqi.1, intron 1 of 6)	intron (NM_029911, intron 1 of 6)	-2244	uc007oqy.1	AK034421	Mus musculus adult male diencephalon cDNA, RIKEN full-length enriched library, clone:9330189D21 product:unclassifiable, full insert sequence.	54.08	64.39	46.36	10.3	1.29	0	0	3.86	120-Bmal1_n3R1	0	burg	1	24.1939393939	29.0262747764	3.9557208183	29.4033333333	0.7778422566	0.7284738691	0.8934046944	0.0011480916	5.91332549499E-005	0.0041900135
121	chr19	26839921	26840201	26840035	39	intron (uc008hbn.1, intron 28 of 32)	RSINE1|SINE|B4	-120354	uc008hbs.1	Gm815	hypothetical protein LOC329047	47.64	41.21	60.52	18.03	3.86	5.15	0	2.58	121-Bmal1_n3R1	0	mle	1	24.490797546	22.5238793251	4.9448969211	29.4016666667	0.6628780927	0.5879621133	0.736080996	0.0074996568	0.0001793768	0.0127101245
122	chr12	113334271	113334651	113334540	30	Intergenic	Intergenic	-10433	uc007pek.1	Aspg	60 kDa lysophospholipase	50.22	55.37	46.36	14.16	9.01	1.29	1.29	1.29	122-Bmal1_n3R1	0	burg	1	24.7950310559	23.0280117531	3.8651723955	29.4016666667	0.7404702792	0.6827970079	0.7391493024	0.0023112235	8.26139469957E-005	0.0058537882
123	chr7	20427061	20427380	20427175	37	Intergenic	B4A|SINE|B4	-10132	uc009fnl.1	AK043814	Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830035N18 product:unclassifiable, full insert sequence.	42.49	48.93	54.08	18.03	9.01	3.86	0	2.58	123-Bmal1_n3R1	1	mle	1	24.1939393939	22.0858690554	5.1829208875	29.4	0.7625420496	0.7097736162	0.6744638664	0.0015493168	6.81198745804E-005	0.0048267797
124	chr17	27022811	27023290	27023145	37	Intergenic	CpG	-30986	uc008ber.1	Kifc5b	kinesin family member C5B	42.49	41.21	61.81	12.88	10.3	5.15	2.58	2.58	124-Bmal1_n3R1	0	burg	1	23.9041916168	21.5917832368	5.4772835645	28.9733333333	0.6308995018	0.5488771689	0.716528882	0.0112758903	0.0002446216	0.0173331867
125	chr18	61517251	61517581	61517435	34	intron (uc008fbx.1, intron 1 of 11)	intron (NM_133249, intron 1 of 11)	42669	uc008fbx.1	Ppargc1b	peroxisome proliferator-activated receptor gamma	21.89	45.07	57.95	30.9	9.01	9.01	0	0	125-Bmal1_n3R1	0	mle	1	23.7619047619	23.1231448603	7.2146821766	28.9716666667	0.8863042576	0.861038537	0.6222076333	5.63441600185E-005	3.36308135609E-005	0.0023829834
