ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Clock_CT0/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT4/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT8/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT12/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT16/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT20/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_KO/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_Input/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
65	chr13	44401561	44402001	44401715	18	Intergenic	Intergenic	-89925	uc007qgo.1	AK136877	Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330050A06 product:unclassifiable, full insert sequence.	9.49	23.72	27.67	20.56	7.91	7.12	0	3.16	65-Clock_n3R15	0	mle	1	23.7619047619	10.8764801481	7.9089237007	16.0783333333	0.9192725241	0.901333085	0.5098682613	1.20669130188E-005	0.0001928671	0.0015119516
66	chr1	90108381	90108720	90108495	24	promoter-TSS (uc007byk.1)	promoter-TSS (NM_201645)	16	uc007byk.1	Ugt1a1	UDP-glucuronosyltransferase 1-1	22.14	18.19	18.19	13.44	11.07	13.44	0.79	11.86	66-Clock_n3R15	1	burg	1	26.2631578947	3.7580853275	0.931273511	16.0783333333	0.6691227073	0.59559442	0.2336364756	0.0068944771	0.0035485017	0.0278179252
67	chr9	34945661	34946020	34945830	27	intron (uc009osp.1, intron 2 of 5)	intron (NM_027030, intron 2 of 5)	-21445	uc009osm.1	St3gal4	CMP-N-acetylneuraminate-beta-galactosamide-	17.4	15.81	25.3	15.02	11.86	11.07	1.58	1.58	67-Clock_n3R15	0	burg	1	23.6213017751	4.7858166259	7.259180596	16.0766666667	0.5690509543	0.4732844997	0.2904856917	0.0226420974	0.0076099097	0.0596566988
68	chr4	133126131	133126470	133126295	30	Intergenic	MER92B|LTR|ERV1	-4360	uc008vda.1	Gpatch3	G patch domain-containing protein 3	28.46	13.44	21.35	20.56	4.74	7.91	0.79	2.37	68-Clock_n3R15	0	default	1	24	4.9112024589	5.2669373987	16.0766666667	0.2099466821	0.0343792781	0.5100444346	0.3463010479	0.0531794693	0.4168921471
69	chr15	7109871	7110370	7110065	22	intron (uc007vdy.2, intron 4 of 19)	intron (NM_013584, intron 4 of 19)	19578	uc007vdy.2	Lifr	leukemia inhibitory factor receptor isoform 1	18.19	14.23	23.72	16.6	13.44	9.49	0.79	4.74	69-Clock_n3R15	0	mle	1	24.490797546	4.2682320546	7.6587710542	15.945	0.5046130034	0.3945270041	0.2767112123	0.04238876	0.0115359854	0.0904345565
70	chr5	124676601	124677040	124676775	25	Intergenic	L1MB3|LINE|L1	-10394	uc008zpc.2	Pitpnm2	membrane-associated phosphatidylinositol	19.77	15.02	26.09	16.6	11.07	7.12	1.58	4.74	70-Clock_n3R15	0	mle	1	24.6419753086	5.9840949376	6.9393109225	15.945	0.5461219877	0.4452602071	0.3801779835	0.0285907896	0.0088569447	0.0694326352
71	chr11	68912171	68912391	68912280	29	Intergenic	promoter-TSS (NM_011065)	-1379	uc007jph.2	Per1	period circadian protein homolog 1	13.44	16.6	27.67	22.93	3.95	11.07	0	0.79	71-Clock_n3R15	1	burg	1	22.5536723164	8.8592240151	8.6188570617	15.9433333333	0.6862259228	0.61649835	0.4862587883	0.0054297118	0.003055504	0.0239531467
72	chr1	135272491	135272940	135272580	24	intron (uc007cqh.2, intron 5 of 7)	intron (NM_175443, intron 5 of 7)	12566	uc007cqh.2	Etnk2	ethanolamine kinase 2	11.86	16.6	28.46	15.02	9.49	14.23	3.16	3.16	72-Clock_n3R15	0	burg	1	22.3016759777	6.5929454724	8.2163680314	15.9433333333	0.600485795	0.5117048606	0.3791148594	0.0161025633	0.0060731313	0.0476093644
73	chr1	135258831	135259130	135259020	25	Intergenic	MER3|DNA|MER1_type	-1169	uc007cqh.2	Etnk2	ethanolamine kinase 2	10.28	18.98	31.63	17.4	10.28	6.33	0.79	3.95	73-Clock_n3R15	0	mle	1	24.0481927711	10.655518203	8.0755351011	15.8166666667	0.8477453537	0.8139109878	0.5251064254	0.0002096851	0.0006636716	0.0052027495
74	chr16	23337471	23337800	23337605	28	intron (uc007yto.1, intron 5 of 7)	intron (NM_145933, intron 5 of 7)	-91571	uc007ytq.1	Rtp1	receptor-transporting protein 1	15.02	13.44	25.3	14.23	14.23	12.65	0	3.95	74-Clock_n3R15	1	burg	1	23.0751445087	3.8101565934	8.6817453594	15.8116666667	0.405818829	0.2737785688	0.2723668668	0.0960804402	0.0204139551	0.1600320138
75	chr2	92263781	92264241	92264065	23	intron (uc008kxy.2, intron 3 of 11)	intron (NM_001113333, intron 3 of 10)	10215	uc008kxy.2	Cry2	cryptochrome-2	13.44	21.35	29.26	18.19	5.53	6.33	0.79	2.37	75-Clock_n3R15	0	mle	1	23.7619047619	10.6310272833	7.3742099458	15.6833333333	0.8763988813	0.8489319661	0.5324078304	8.20541982759E-005	0.0004077721	0.0031966661
76	chr8	129137901	129138400	129138185	16	Intergenic	Intergenic	-20814	uc009nyw.2	Irf2bp2	interferon regulatory factor 2 binding protein	19.77	12.65	23.72	16.6	13.44	7.91	0	2.37	76-Clock_n3R15	0	mle	1	24.7950310559	4.2292562651	7.5342028275	15.6816666667	0.3688046507	0.2285390175	0.32597767	0.1261063793	0.0247890678	0.1943300267
77	chr11	98906901	98907301	98907115	22	intron (uc007lie.1, intron 1 of 3)	intron (NM_010517, intron 1 of 3)	4527	uc007lie.1	Igfbp4	insulin-like growth factor-binding protein 4	29.26	12.65	18.98	15.81	10.28	6.33	2.37	4.74	77-Clock_n3R15	0	default	1	24	3.4005781392	3.7403954049	15.5516666667	0.1302165432	-0.0630686694	0.4703181677	0.5337650631	0.0755782662	0.5924840188
78	chr17	29521731	29522100	29521910	16	Intergenic	Intergenic	24056	uc012aon.1	Fgd2	FYVE, RhoGEF and PH domain-containing protein 2	16.6	18.98	18.98	15.81	13.44	9.49	0	4.74	78-Clock_n3R15	0	burg	1	25.4267515924	3.7812717465	5.9658970935	15.55	0.7783990757	0.7291544259	0.2130866655	0.0011351991	0.0013589667	0.0106534073
79	chr7	139812031	139812610	139812185	14	intron (uc009kce.1, intron 1 of 6)	intron (NM_029609, intron 1 of 6)	9994	uc009kce.1	Lhpp	phospholysine phosphohistidine inorganic	15.81	16.6	19.77	18.19	11.07	11.86	1.58	6.33	79-Clock_n3R15	1	burg	1	23.4823529412	3.7074994557	7.8224833292	15.55	0.7598449004	0.7064771005	0.2027417247	0.0016300959	0.0016670856	0.0130688574
80	chr6	42319951	42320331	42320190	24	promoter-TSS (uc009bre.1)	intron (NM_023580, intron 2 of 17)	-529	uc009bre.1	AK008560	Mus musculus adult male small intestine cDNA, RIKEN full-length enriched library, clone:2010310C07 product:unclassifiable, full insert sequence.	27.67	20.56	16.6	8.7	8.7	10.28	0	5.53	80-Clock_n3R15	1	burg	1	25.2658227848	7.3614480586	0.9070391175	15.4183333333	0.7099364871	0.6454779287	0.4544764013	0.00381258	0.0024968362	0.0195735576
81	chr17	46188241	46188650	46188500	27	Intergenic	Intergenic	-19119	uc008crn.2	Vegfa	vascular endothelial growth factor A isoform 1	9.49	17.4	29.26	15.02	7.91	12.65	0.79	3.95	81-Clock_n3R15	0	burg	1	22.8114285714	8.0741288526	8.0906037621	15.2883333333	0.6744153114	0.6020631584	0.458456801	0.0064119168	0.0033916403	0.0265882346
82	chr10	61912661	61913161	61912995	20	promoter-TSS (uc007fhd.1)	promoter-TSS (NM_181423)	-470	uc007fhd.1	Supv3l1	ATP-dependent RNA helicase SUPV3L1,	12.65	22.14	26.09	14.23	8.7	7.91	0.79	5.53	82-Clock_n3R15	0	burg	1	22.6818181818	8.4963595014	7.5097618947	15.2866666667	0.8566489548	0.8247931669	0.4384597617	0.0001598836	0.0005643719	0.0044243058
83	chr15	25621931	25622380	25622085	32	intron (uc007vjc.1, intron 2 of 40)	intron (NM_019472, intron 2 of 40)	69850	uc007vjc.1	Myo10	myosin X	16.6	14.23	32.42	15.81	3.95	8.7	0.79	3.95	83-Clock_n3R15	0	burg	1	23.4823529412	9.2056131956	7.3731880583	15.285	0.5751004677	0.4806783494	0.5781578497	0.0212465362	0.0072686187	0.0569812015
84	chr14	27914951	27915320	27915145	23	3' UTR (uc007stl.1, exon 13 of 13)	3' UTR (NM_134437, exon 13 of 13)	62948	uc007stl.1	Il17rd	interleukin-17 receptor D precursor	23.72	13.44	16.6	9.49	15.02	13.44	0	4.74	84-Clock_n3R15	0	mle	1	24.95	3.7027117023	23.9377030998	15.285	0.3872600852	0.2510956597	0.2843466664	0.1103424883	0.0225324247	0.1766394254
85	chr19	3833151	3833380	3833265	23	Intergenic	Intergenic	-18508	uc008fxg.1	Chka	choline kinase alpha isoform 1	20.56	13.44	20.56	18.19	5.53	12.65	0	1.58	85-Clock_n3R15	1	default	1	24	3.7861602405	5.6657314296	15.155	0.2784821946	0.1181449046	0.3507101645	0.2302034024	0.0386422857	0.3029301656
86	chr4	147829731	147830110	147829935	20	intron (uc008vur.2, intron 5 of 57)	MIR|SINE|MIR	7229	uc008vur.2	Mtor	serine/threonine-protein kinase mTOR	18.98	12.65	18.98	15.02	14.23	11.07	0.79	2.37	86-Clock_n3R15	0	mle	1	26.2631578947	1.5822293009	5.445481777	15.155	0.1566554201	-0.0307544865	0.1962930203	0.4645396211	0.0673121304	0.5276829375
87	chr12	32635311	32635671	32635515	24	promoter-TSS (uc007nhu.2)	promoter-TSS (NM_153198)	-91	uc007nhu.2	Hbp1	HMG box-containing protein 1 isoform 1	21.35	15.02	22.14	13.44	12.65	6.33	2.37	3.16	87-Clock_n3R15	0	default	1	24	4.1538751228	6.219957464	15.155	0.3560454114	0.2129443917	0.3556283573	0.1379903099	0.0263664493	0.2066956629
88	chr9	107576751	107577191	107577045	19	3' UTR (uc009rmr.1, exon 9 of 9)	3' UTR (NM_008140, exon 9 of 9)	4952	uc009rmr.1	Gnat1	guanine nucleotide-binding protein G(t) subunit	18.98	15.02	19.77	15.81	11.86	9.49	0.79	3.16	88-Clock_n3R15	0	mle	1	25.7548387097	3.2562080174	5.4446633391	15.155	0.4853747844	0.3710136254	0.2399244084	0.0503164252	0.0130279892	0.1021308877
89	chr7	90786331	90786720	90786520	17	intron (uc009idq.1, intron 5 of 5)	MIRc|SINE|MIR	5998	uc009idq.1	Stard5	stAR-related lipid transfer protein 5	15.81	16.6	18.98	17.4	12.65	9.49	0	7.12	89-Clock_n3R15	0	burg	1	24.6419753086	3.8142622251	7.4865857323	15.155	0.8042030348	0.7606925981	0.2096250885	0.0006503195	0.0010334423	0.0081015092
90	chr5	124686091	124686461	124686275	22	Intergenic	Intergenic	-19850	uc008zpc.2	Pitpnm2	membrane-associated phosphatidylinositol	15.81	16.6	26.88	20.56	5.53	5.53	0	8.7	90-Clock_n3R15	1	burg	1	23.4823529412	9.1099067668	7.9829798425	15.1516666667	0.7710473899	0.7201690322	0.5072997696	0.0013147864	0.0014637554	0.0114748819
91	chr5	116895761	116896070	116895910	18	intron (uc008zfc.1, intron 12 of 12)	intron (NM_026886, intron 12 of 12)	7184	uc008zfa.2	2410137F16Rik	Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:2410137F16 product:unclassifiable, full insert sequence.	17.4	15.02	18.19	18.19	10.28	11.07	1.58	3.95	91-Clock_n3R15	0	mle	1	24.7950310559	3.047820628	6.7379063528	15.025	0.4905412048	0.3773281392	0.2170849073	0.048082915	0.0125874648	0.0986774653
92	chr15	64176561	64176961	64176825	23	intron (uc007vzk.1, intron 2 of 30)	intron (NM_010026, intron 2 of 30)	37720	uc007vzk.1	Asap1	arf-GAP with SH3 domain, ANK repeat and PH	15.02	19.77	22.14	17.4	9.49	6.33	0.79	6.33	92-Clock_n3R15	0	burg	1	23.4823529412	6.9171177754	7.5506058438	15.025	0.8819078175	0.8556651102	0.3695873186	6.68336486203E-005	0.0003649523	0.0028609865
93	chr18	61533561	61533990	61533755	27	intron (uc008fbx.1, intron 1 of 11)	intron (NM_133249, intron 1 of 11)	26310	uc008fbx.1	Ppargc1b	peroxisome proliferator-activated receptor gamma	26.09	11.86	19.77	15.81	8.7	7.91	0	2.37	93-Clock_n3R15	0	default	1	24	3.3155548065	4.527133989	15.0233333333	0.1584405301	-0.0285726854	0.4263951615	0.460131167	0.0668733472	0.5242431655
94	chr4	130597081	130597501	130597255	21	Intergenic	Intergenic	-30902	uc008uzy.1	AK020914	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930031H19 product:unclassifiable, full insert sequence.	10.28	15.81	26.09	18.98	9.49	9.49	0	2.37	94-Clock_n3R15	0	burg	1	22.6818181818	7.7770266273	9.1127726943	15.0233333333	0.8565603857	0.8246849159	0.4053250961	0.0001603286	0.0005643719	0.0044243058
95	chr12	25917451	25917950	25917670	16	Intergenic	Intergenic	-136743	uc007nfe.2	Id2	DNA-binding protein inhibitor ID-2	15.81	15.81	18.19	14.23	14.23	11.86	1.58	1.58	95-Clock_n3R15	0	mle	1	24.0481927711	1.9945532732	6.8693864636	15.0216666667	0.6058736276	0.5182899893	0.1290016792	0.0151481547	0.0058056856	0.0455127658
96	chr7	87591181	87591560	87591340	26	Intergenic	Intergenic	-43722	uc009iau.1	Furin	furin preproprotein	14.23	23.72	24.51	13.44	5.53	8.7	0.79	3.95	96-Clock_n3R15	0	mle	1	22.9425287356	8.9073107796	6.5886077941	15.0216666667	0.8606388481	0.8296697032	0.4698396411	0.0001408114	0.0005551498	0.0043520106
97	chr12	76573961	76574411	76574225	17	intron (uc007nxe.1, intron 5 of 13)	intron (NM_012024, intron 5 of 13)	-56418	uc007nxd.1	Gphb5	glycoprotein hormone beta-5 precursor	18.98	11.86	18.19	15.81	12.65	11.86	0	3.95	97-Clock_n3R15	0	mle	1	26.6133333333	1.3421079543	4.7118942702	14.8916666667	0.1164550415	-0.0798882826	0.1973921288	0.5728342003	0.0801420418	0.628261025
98	chr15	88680661	88681141	88681030	23	Intergenic	Intergenic	-11723	uc007xeq.1	Pim3	serine/threonine-protein kinase pim-3	11.86	18.19	19.77	24.51	5.53	9.49	0.79	2.37	98-Clock_n3R15	0	burg	1	22.8114285714	7.2403516761	8.893078968	14.8916666667	0.657925839	0.5819093587	0.4362267609	0.0080083163	0.0038472187	0.0301596704
99	chr4	133108891	133109360	133109170	18	promoter-TSS (uc008vcz.1)	promoter-TSS (NM_011850)	-180	uc008vcz.1	Nr0b2	nuclear receptor subfamily 0 group B member 2	22.93	17.4	11.86	14.23	15.02	7.91	1.58	2.37	99-Clock_n3R15	0	default	1	24	2.2505596649	1.4975328219	14.8916666667	0.1420224438	-0.0486392353	0.311725798	0.5019282882	0.0718712723	0.5634236184
100	chr6	94949001	94949351	94949230	34	Intergenic	Intergenic	-118724	uc009czw.2	Kbtbd8	kelch repeat and BTB domain-containing protein 8	32.42	13.44	16.6	15.02	3.16	8.7	0	2.37	100-Clock_n3R15	1	burg	1	25.2658227848	6.5355627466	1.1602407386	14.89	0.3241243473	0.1739297578	0.6058321481	0.1715539054	0.0309496236	0.2426247423
101	chr2	167829081	167829361	167829195	22	intron (uc008oal.1, intron 2 of 21)	intron (NM_001080708, intron 2 of 21)	-6808	uc008oan.1	AK027991	Mus musculus 18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110062I07 product:unclassifiable, full insert sequence.	18.19	19.77	23.72	11.07	8.7	7.12	0	0	101-Clock_n3R15	0	default	1	24	6.8025585752	5.5814516257	14.7616666667	0.7305026298	0.6706143253	0.415627892	0.0027383906	0.0021244199	0.0166540581
102	chr1	166345311	166345651	166345495	24	intron (uc007din.2, intron 13 of 13)	intron (NM_138314, intron 13 of 13)	43005	uc007dip.1	Atp1b1	sodium/potassium-transporting ATPase subunit	18.98	9.49	23.72	22.14	7.12	6.33	0	7.91	102-Clock_n3R15	1	default	1	24	6.3117438572	8.6687470925	14.63	0.4099066934	0.2787748475	0.4910467985	0.0931414722	0.0200078581	0.1568484799
103	chr15	83986431	83987010	83986665	12	Intergenic	Intergenic	-11526	uc007xbw.1	Pnpla3	patatin-like phospholipase domain-containing	15.81	12.65	22.93	16.6	8.7	11.07	0.79	5.53	103-Clock_n3R15	0	burg	1	23.7619047619	4.4753088649	7.784631646	14.6266666667	0.5035055948	0.3931735047	0.3132059812	0.0428168403	0.0116150701	0.0910545284
104	chr1	155544761	155545150	155544905	24	TTS (uc007dad.1)	TTS (NM_026380)	-42528	uc007dae.2	Rgs16	regulator of G-protein signaling 16	12.65	20.56	28.46	15.81	3.95	6.33	0.79	1.58	104-Clock_n3R15	0	burg	1	22.6818181818	10.4749373507	7.6639209896	14.6266666667	0.8505596289	0.8173506576	0.5683887452	0.0001927994	0.0006334275	0.0049656561
105	chr10	79794431	79794851	79794645	19	intron (uc007gct.1, intron 1 of 5)	intron (NM_139292, intron 1 of 5)	1726	uc007gct.1	Reep6	receptor expression-enhancing protein 6	15.81	21.35	21.35	10.28	11.86	6.33	1.58	4.74	105-Clock_n3R15	1	default	1	24	6.0305534473	5.8012178665	14.4966666667	0.679093361	0.6077807746	0.3851936425	0.0060076436	0.0032534582	0.0255049777
106	chr1	55109061	55109611	55109425	20	promoter-TSS (uc007azz.1)	promoter-TSS (NM_001039710)	-278	uc007azz.1	Coq10b	coenzyme Q-binding protein COQ10 homolog B,	2.37	15.81	30.05	21.35	7.12	9.49	0.79	3.95	106-Clock_n3R15	1	burg	1	23.2093023256	11.7404020553	9.2714559972	14.365	0.8237645376	0.7846011015	0.6462163457	0.0004049672	0.0008373703	0.0065644335
107	chr11	86196051	86196470	86196150	25	Intergenic	Intergenic	-25233	uc007ksk.1	Med13	mediator of RNA polymerase II transcription	18.98	11.86	22.14	9.49	10.28	13.44	0.79	1.58	107-Clock_n3R15	1	default	1	24	2.9365726326	3.7030628037	14.365	0.2116643645	0.0364786678	0.3232007269	0.3429258421	0.0527296205	0.4133656276
108	chr15	89307731	89308040	89307905	24	promoter-TSS (uc007xgy.2)	promoter-TSS (NM_009713)	-30	uc007xgy.2	Arsa	arylsulfatase A precursor	17.4	22.14	18.19	8.7	8.7	10.28	0	0	108-Clock_n3R15	0	burg	1	23.4823529412	6.1669096971	4.2436147675	14.235	0.7963619787	0.7511090851	0.3684609279	0.0007760057	0.00110581	0.0086688251
109	chr3	129590711	129591220	129590975	21	intron (uc012cxt.1, intron 1 of 3)	intron (NM_183423, intron 1 of 3)	9425	uc012cxt.1	Pla2g12a	group XIIA secretory phospholipase A2 isoform 1	18.19	12.65	22.14	15.81	8.7	7.91	0.79	4.74	109-Clock_n3R15	0	mle	1	24.7950310559	4.639309562	6.6682829965	14.2333333333	0.4697468155	0.3519127745	0.3556702469	0.0575671573	0.0142562129	0.1117593556
110	chr2	146269241	146269770	146269465	19	intron (uc008msj.2, intron 10 of 40)	intron (NM_001033348, intron 10 of 40)	68235	uc008msj.2	Ralgapa2	ral GTPase-activating protein subunit alpha-2	20.56	12.65	11.86	19.77	8.7	11.86	1.58	6.33	110-Clock_n3R15	0	default	1	24	0.8172987109	2.9198331395	14.2333333333	0.0186929615	-0.1993752693	0.307681727	0.9185908442	0.1183513288	0.9277967655
111	chr5	149790031	149790480	149790260	22	Intergenic	Intergenic	16536	uc009aoz.1	AK036974	Mus musculus 13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930430L01 product:unclassifiable, full insert sequence.	15.81	11.07	22.93	18.98	12.65	3.95	1.58	1.58	111-Clock_n3R15	0	mle	1	24.1939393939	6.5507533796	9.1145568672	14.2316666667	0.6164665561	0.5312369019	0.4244247497	0.0134003018	0.0053472451	0.0419188929
112	chr1	88929011	88929330	88929220	20	intron (uc007bvw.2, intron 15 of 21)	intron (NM_153530, intron 14 of 20)	-47576	uc007bvx.1	AK077157	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933415F08 product:lysyl-tRNA synthetase, pseudogene 1, full insert sequence.	22.14	18.19	18.19	9.49	7.91	8.7	0.79	1.58	112-Clock_n3R15	1	mle	1	25.9220779221	5.5859529883	1.84242331	14.1033333333	0.6851734668	0.615212015	0.3956591234	0.0055121493	0.0030781425	0.0241306177
113	chr12	113334401	113334771	113334575	15	Intergenic	L1M5|LINE|L1	-10308	uc007pek.1	Aspg	60 kDa lysophospholipase	14.23	18.98	22.14	14.23	6.33	8.7	0	0.79	113-Clock_n3R15	0	mle	1	22.9425287356	6.7754060137	6.9608167855	14.1016666667	0.8477111543	0.8138691886	0.3862705532	0.0002098971	0.0006636716	0.0052027495
114	chr9	119841531	119841900	119841715	22	intron (uc009sbq.1, intron 3 of 8)	intron (NM_028976, intron 3 of 8)	4961	uc009sbq.1	Gorasp1	Golgi reassembly-stacking protein 1	16.6	21.35	22.14	10.28	8.7	5.53	1.58	2.37	114-Clock_n3R15	0	default	1	24	7.2080908181	5.6224623049	14.1	0.7716900498	0.7209545053	0.44915833	0.0012982603	0.0014624	0.0114642567
115	chr15	88701241	88701650	88701475	18	Intergenic	Intergenic	8821	uc007xeq.1	Pim3	serine/threonine-protein kinase pim-3	16.6	15.81	19.77	15.81	7.91	8.7	1.58	3.16	115-Clock_n3R15	1	default	1	24	4.7202295166	6.596922679	14.1	0.6966135395	0.6291943261	0.3060391206	0.0046664098	0.0028245679	0.0221427594
116	chr3	100725961	100726360	100726185	13	promoter-TSS (uc008qqz.2)	promoter-TSS (NM_001165953)	-256	uc008qqz.2	Trim45	tripartite motif-containing protein 45 isoform	14.23	13.44	14.23	15.02	11.86	15.81	0.79	3.95	116-Clock_n3R15	1	burg	1	21.2340425532	0.3235403158	5.0083116609	14.0983333333	0.0315709662	-0.1836354858	0.08810551	0.8655757997	0.1128733789	0.8848532321
117	chr15	58875371	58875810	58875565	21	intron (uc007vty.2, intron 3 of 14)	intron (NM_144800, intron 3 of 14)	37991	uc007vty.2	Mtss1	metastasis suppressor protein 1 isoform 1	13.44	15.81	14.23	22.14	8.7	9.49	0.79	1.58	117-Clock_n3R15	0	mle	1	24.1939393939	4.0896410828	8.6968366768	13.9683333333	0.4347840456	0.3091805002	0.3179218641	0.0767299394	0.0174662291	0.136923776
118	chr1	186648361	186648761	186648505	19	intron (uc007dyq.1, intron 4 of 7)	intron (NM_133684, intron 4 of 7)	-2194	uc011wxx.1	Mir1981	Mus musculus microRNA 1981 (Mir1981), microRNA.	15.02	17.4	22.14	14.23	4.74	10.28	0	3.16	118-Clock_n3R15	1	mle	1	23.0751445087	6.3865219213	6.6004948368	13.9683333333	0.7393385746	0.6814138135	0.3904723059	0.0023569233	0.0019803555	0.0155246881
119	chr13	69141491	69142120	69141765	17	Intergenic	Intergenic	-3386	uc007rcf.1	Adcy2	adenylate cyclase type 2	14.23	15.02	22.93	11.07	11.86	8.7	0	6.33	119-Clock_n3R15	0	burg	1	23.3450292398	4.5816539878	7.3002441229	13.9683333333	0.5524047416	0.4529391286	0.3229341193	0.0268524952	0.0084873981	0.0665356321
120	chr1	90156651	90157070	90156880	20	3' UTR (uc007bym.2, exon 8 of 8)	3' UTR (NM_001177364, exon 43 of 43)	15900	uc007byo.1	A730008H23Rik	Mus musculus 12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clone:D130054G24 product:unclassifiable, full insert sequence.	14.23	15.02	22.93	16.6	9.49	5.53	1.58	10.28	120-Clock_n3R15	1	default	1	24	6.6530632198	7.9381531109	13.9666666667	0.8084744752	0.7659132475	0.3918072358	0.0005888707	0.0009978339	0.0078223632
121	chr12	34065081	34065350	34065195	27	Intergenic	B3|SINE|B2	-14504	uc007nit.2	Efcab10	EF-hand calcium-binding domain-containing	14.23	12.65	22.93	11.86	11.07	10.28	0.79	0	121-Clock_n3R15	0	burg	1	23.0751445087	3.9283965329	7.7817732455	13.8366666667	0.4464258052	0.3234093174	0.3072797702	0.0698700842	0.01639012	0.1284877868
122	chr13	32886421	32886950	32886655	20	Intergenic	Intergenic	-7214	uc007pzt.2	Wrnip1	ATPase WRNIP1	22.14	10.28	11.86	15.02	13.44	10.28	0.79	3.16	122-Clock_n3R15	1	mle	1	27.7222222222	1.7910819704	23.878670303	13.8366666667	0.0937578838	-0.1076292531	0.2946199212	0.6420947022	0.0880202621	0.6900211032
123	chr15	77212881	77213331	77213150	19	Intergenic	RMER1A|Other|Other	-11666	uc007wnk.1	BC100417	Mus musculus cDNA clone IMAGE:30916881.	15.81	15.02	22.93	10.28	7.91	11.07	1.58	5.53	123-Clock_n3R15	1	yule-walker	1	22.0552486188	5.0262409769	6.7612121844	13.8366666667	0.5393290355	0.4369577101	0.3533350762	0.0305674197	0.0092313688	0.0723678744
124	chr6	54709951	54710460	54710115	24	Intergenic	Intergenic	-56705	uc009cae.2	Znrf2	E3 ubiquitin-protein ligase ZNRF2	20.56	25.3	16.6	11.07	5.53	3.95	0.79	3.95	124-Clock_n3R15	1	mle	1	25.5897435897	8.0653062111	3.3027205075	13.835	0.7388247177	0.680785766	0.5588300495	0.0023779041	0.0019825496	0.0155418877
125	chr8	47412521	47413120	47412765	19	Intergenic	Intergenic	-32795	uc009lqd.1	Helt	hairy and enhancer of split-related protein	18.98	11.86	20.56	14.23	7.91	8.7	0	2.37	125-Clock_n3R15	0	mle	1	25.2658227848	3.7279926375	5.3215676329	13.7066666667	0.3549562621	0.2116132092	0.3487836533	0.1390436743	0.0265163157	0.2078705172
