ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per2_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
63	chr14	29829071	29829490	29829315	56	intron (uc007sui.1, intron 27 of 37)	intron (NM_009785, intron 27 of 37)	-2114	uc007suj.2	Lrtm1	leucine-rich repeat and transmembrane	18.14	8.06	4.03	32.25	72.55	50.38	6.05	17.13	63-Per2_n3R16	1	burg	1	23.6213017751	28.1087620901	17.3609759503	30.9016666667	0.7757202472	0.7258803021	0.7840932113	0.0011982717	3.23314456218E-005	0.0058385743
64	chr4	57124941	57125440	57125295	39	intron (uc008sxz.2, intron 1 of 15)	intron (NM_019427, intron 1 of 15)	30838	uc008sxz.2	Epb4.1l4b	band 4.1-like protein 4B	25.19	4.03	6.05	34.26	71.54	44.34	7.05	15.12	64-Per2_n3R16	0	burg	1	22.8114285714	28.2099612674	17.3836091308	30.9016666667	0.7999118675	0.755447838	0.7491646593	0.0007169618	0.000029855	0.0053913604
65	chr12	113835361	113835900	113835545	43	intron (uc007pes.1, intron 1 of 22)	intron (NM_198411, intron 1 of 22)	8635	uc007pes.1	Inf2	inverted formin-2	18.14	6.05	6.05	46.35	59.45	48.37	5.04	16.12	65-Per2_n3R16	0	burg	1	23.0751445087	25.6214079958	16.8073991072	30.735	0.8106422723	0.7685627773	0.6974070225	0.0005594659	2.9775126187E-005	0.0053769413
66	chr10	77471831	77472351	77472050	42	intron (uc007fwo.2, intron 1 of 21)	CpG	450	uc007fwo.2	Pfkl	6-phosphofructokinase, liver type	19.15	9.07	9.07	48.37	63.48	35.27	4.03	3.02	66-Per2_n3R16	0	mle	1	22.8114285714	24.5929427752	16.1960964631	30.735	0.7791460431	0.730067386	0.6610470082	0.0011180812	3.17227937076E-005	0.0057286609
67	chr14	70027031	70027290	70027175	52	intron (uc007umo.2, intron 1 of 13)	intron (NM_033325, intron 1 of 13)	12923	uc007uml.1	AK086749	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930513O14 product:mitochondrial solute carrier protein, full insert sequence.	23.18	11.08	8.06	34.26	53.41	53.41	10.08	26.2	67-Per2_n3R16	1	burg	1	23.9041916168	21.6833753852	17.8222698339	30.5666666667	0.8400740683	0.8045349724	0.597017452	0.0002615984	2.9775126187E-005	0.0053769413
68	chr3	108204621	108205040	108204860	47	intron (uc008qyx.1, intron 9 of 33)	intron (NM_017392, intron 9 of 33)	13582	uc008qyx.1	Celsr2	cadherin EGF LAG seven-pass G-type receptor 2	15.12	2.02	7.05	48.37	67.51	42.32	2.02	2.02	68-Per2_n3R16	0	default	1	24	28.0282343958	16.0794744835	30.3983333333	0.8022262907	0.7582765775	0.7861154363	0.0006803909	2.9775126187E-005	0.0053769413
69	chr15	85601621	85602150	85601830	41	intron (uc007xdj.2, intron 2 of 7)	intron (NM_011144, intron 2 of 7)	35891	uc007xdj.2	Ppara	peroxisome proliferator-activated receptor	39.3	7.05	9.07	23.18	49.38	54.41	5.04	24.18	69-Per2_n3R16	0	mle	1	23.4823529412	23.8539347982	19.1979936277	30.3983333333	0.8976573658	0.8749145582	0.6107678216	3.50957606237E-005	2.9775126187E-005	0.0053769413
70	chr13	44401611	44402170	44401775	35	Intergenic	Intergenic	-90034	uc007qgo.1	AK136877	Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330050A06 product:unclassifiable, full insert sequence.	8.06	9.07	18.14	61.47	47.36	37.28	6.05	11.08	70-Per2_n3R16	0	mle	1	23.4823529412	23.0987190749	14.4968415542	30.23	0.756304934	0.7021504749	0.6622143418	0.0017410463	3.64166304431E-005	0.0065762974
71	chr10	7559391	7559970	7559530	44	exon (uc007eiq.2, exon 2 of 6)	exon (NM_172785, exon 2 of 6)	7412	uc007eiq.2	Zc3h12d	probable ribonuclease ZC3H12D	13.1	5.04	7.05	35.27	80.61	40.31	6.05	14.11	71-Per2_n3R16	0	burg	1	23.6213017751	29.5680577662	16.5119141	30.23	0.7158052421	0.6526508515	0.8679291424	0.0034775412	4.94608715166E-005	0.0089318918
72	chr3	87714441	87714831	87714645	46	intron (uc008ptc.2, intron 1 of 5)	intron (NM_008231, intron 1 of 5)	4393	uc008ptc.2	Hdgf	hepatoma-derived growth factor	18.14	9.07	5.04	32.25	71.54	43.33	3.02	7.05	72-Per2_n3R16	0	burg	1	23.4823529412	26.2114875148	17.1397746424	29.895	0.7451004047	0.6884560502	0.7615612203	0.0021313813	3.90817834498E-005	0.0070575841
73	chr11	83375901	83376360	83376190	37	Intergenic	Intergenic	16008	uc007kpj.1	Ccl9	C-C motif chemokine 9	21.16	10.08	11.08	31.24	49.38	56.43	9.07	27.21	73-Per2_n3R16	1	burg	1	24.490797546	20.5548323544	17.9213850033	29.895	0.8206380234	0.7807798064	0.5965874018	0.0004383154	2.9775126187E-005	0.0053769413
74	chr7	135038911	135039370	135039095	41	promoter-TSS (uc009jxe.1)	promoter-TSS (NM_178600)	-9	uc009jxe.1	Vkorc1	vitamin K epoxide reductase complex subunit 1	12.09	13.1	12.09	29.22	63.48	49.38	8.06	16.12	74-Per2_n3R16	1	yule-walker	1	24.0481927711	21.6796719958	17.0277997355	29.8933333333	0.7120909488	0.6481111596	0.6724075225	0.0036867945	5.13138002212E-005	0.0092665029
75	chr8	126497341	126497850	126497585	46	intron (uc009nwv.1, intron 1 of 12)	intron (NM_019552, intron 1 of 12)	9427	uc009nwv.1	Abcb10	ATP-binding cassette sub-family B member 10,	22.17	8.06	9.07	29.22	70.54	39.3	7.05	8.06	75-Per2_n3R16	0	burg	1	23.3450292398	24.4968970564	17.1943141526	29.7266666667	0.7260983086	0.665231266	0.7150447772	0.0029456166	4.54313420625E-005	0.0082042192
76	chr8	126789661	126790170	126789955	44	intron (uc009nwz.1, intron 1 of 15)	intron (NM_139272, intron 1 of 15)	34621	uc009nwz.1	Galnt2	polypeptide N-acetylgalactosaminyltransferase 2	6.05	9.07	5.04	61.47	52.4	43.33	5.04	12.09	76-Per2_n3R16	0	mle	1	23.4823529412	25.6931910342	15.4183047546	29.56	0.6859647397	0.6161791262	0.7937707373	0.0054500798	6.56060742323E-005	0.0118474733
77	chr8	10974021	10974460	10974260	41	Intergenic	Intergenic	-33610	uc009kva.1	AK162519	Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230089I11 product:unclassifiable, full insert sequence.	14.11	9.07	8.06	31.24	58.45	55.42	9.07	15.12	77-Per2_n3R16	0	burg	1	24.7950310559	23.3009136696	17.3274851882	29.3916666667	0.7863988449	0.7389319215	0.7118935271	0.0009620911	0.000030807	0.005563284
78	chr8	128096081	128096600	128096405	50	Intergenic	Intergenic	-12198	uc012gnc.1	4930567H12Rik	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930567H12 product:unclassifiable, full insert sequence.	14.11	3.02	9.07	32.25	76.58	41.31	4.03	8.06	78-Per2_n3R16	0	burg	1	23.6213017751	28.2893071595	16.643642129	29.39	0.7332556843	0.6739791697	0.8470971003	0.0026147386	4.25738845563E-005	0.0076882052
79	chr2	167695541	167695950	167695815	49	Intergenic	Intergenic	-62082	uc008oaj.1	Ptpn1	tyrosine-protein phosphatase non-receptor type	20.15	9.07	8.06	25.19	61.47	52.4	8.06	8.06	79-Per2_n3R16	0	mle	1	23.7619047619	23.9505454472	17.9183957352	29.39	0.8003581014	0.755993235	0.6986183984	0.0007097945	0.000029855	0.0053913604
80	chr16	92611791	92612400	92612125	30	intron (uc007zzj.2, intron 7 of 7)	intron (NM_001111022, intron 6 of 6)	113703	uc007zzg.1	Clic6	chloride intracellular channel protein 6	14.11	7.05	12.09	40.31	65.5	37.28	11.08	22.17	80-Per2_n3R16	0	burg	1	22.9425287356	24.380516717	16.2475996608	29.39	0.783026325	0.7348099528	0.6969314861	0.0010323613	3.12342543635E-005	0.005640438
81	chr16	4896601	4897061	4896835	36	intron (uc007yap.1, intron 1 of 16)	intron (NM_029657, intron 1 of 16)	10579	uc007yap.1	Mgrn1	E3 ubiquitin-protein ligase MGRN1	17.13	11.08	15.12	43.33	47.36	41.31	8.06	16.12	81-Per2_n3R16	1	burg	1	23.7619047619	17.3436868888	16.0588964216	29.2216666667	0.7991085599	0.7544660176	0.5130053772	0.000730006	0.000029855	0.0053913604
82	chr8	79568791	79569120	79568915	49	intron (uc009mhl.1, intron 2 of 8)	intron (NM_001083906, intron 2 of 8)	142548	uc009mhl.1	Nr3c2	mineralocorticoid receptor	19.15	14.11	9.07	30.23	55.42	46.35	6.05	14.11	82-Per2_n3R16	0	mle	1	23.9041916168	19.4694852475	17.540403483	29.055	0.7869251763	0.7395752155	0.582132709	0.0009514689	3.06277064396E-005	0.0055309045
83	chr10	127058671	127059391	127058965	31	promoter-TSS (uc007hjx.1)	promoter-TSS (NM_008512)	-827	uc007hjx.1	Lrp1	prolow-density lipoprotein receptor-related	17.13	5.04	8.06	26.2	74.57	43.33	12.09	17.13	83-Per2_n3R16	1	burg	1	22.8114285714	27.4188116806	17.3147936256	29.055	0.7162668073	0.6532149866	0.8244954472	0.0034521977	4.92765144241E-005	0.0088985996
84	chr14	33289801	33290110	33289975	47	intron (uc007szc.1, intron 1 of 1)	Intergenic	-10860	uc007syv.1	Chat	choline O-acetyltransferase	15.12	4.03	5.04	33.25	60.46	55.42	6.05	21.16	84-Per2_n3R16	0	default	1	24	26.3475146337	17.3794714522	28.8866666667	0.8201296914	0.7801585117	0.7863671088	0.0004439332	2.9775126187E-005	0.0053769413
85	chr1	193078241	193078780	193078610	34	Intergenic	Intergenic	30157	uc007ecf.1	AK021325	Mus musculus 10 days lactation, adult female mammary gland cDNA, RIKEN full-length enriched library, clone:D730003I15 product:hypothetical protein, full insert sequence.	11.08	3.02	19.15	31.24	66.51	42.32	12.09	20.15	85-Per2_n3R16	1	burg	1	24.0481927711	23.3517607715	16.1295611719	28.8866666667	0.7345642544	0.6755785331	0.7319721722	0.00255751	4.21481687701E-005	0.0076113273
86	chr14	27914961	27915321	27915150	49	3' UTR (uc007stl.1, exon 13 of 13)	3' UTR (NM_134437, exon 13 of 13)	62954	uc007stl.1	Il17rd	interleukin-17 receptor D precursor	20.15	7.05	4.03	28.21	47.36	66.51	5.04	16.12	86-Per2_n3R16	0	burg	1	24.95	25.4145019156	18.4686695883	28.885	0.8033004431	0.7595894305	0.7648157915	0.0006639192	2.9775126187E-005	0.0053769413
87	chr1	88928991	88929340	88929115	33	intron (uc007bvw.2, intron 15 of 21)	intron (NM_153530, intron 14 of 20)	-47581	uc007bvx.1	AK077157	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933415F08 product:lysyl-tRNA synthetase, pseudogene 1, full insert sequence.	24.18	12.09	9.07	28.21	52.4	46.35	5.04	16.12	87-Per2_n3R16	0	mle	1	23.4823529412	19.5230809892	18.0286788407	28.7166666667	0.8446191672	0.8100900932	0.560623052	0.0002297674	2.9775126187E-005	0.0053769413
88	chr5	125501631	125502200	125501845	34	intron (uc008zqy.1, intron 46 of 48)	intron (NM_011424, intron 46 of 48)	18070	uc008zqt.1	Fam101a	hypothetical protein LOC73121	12.09	5.04	13.1	39.3	66.51	35.27	7.05	16.12	88-Per2_n3R16	0	burg	1	23.2093023256	24.8590008832	16.0059276517	28.5516666667	0.7775909354	0.7281666988	0.7380112982	0.0011539478	3.20047990142E-005	0.0057795868
89	chr2	170285291	170285930	170285555	31	Intergenic	Intergenic	-32265	uc008oby.2	Bcas1	breast carcinoma-amplified sequence 1 homolog	14.11	9.07	10.08	32.25	49.38	55.42	16.12	24.18	89-Per2_n3R16	0	burg	1	25.2658227848	20.4036298572	17.2993880045	28.385	0.7770615104	0.7275196238	0.6588610406	0.0011663603	3.20855941218E-005	0.0057941772
90	chr5	147499421	147500000	147499700	37	Intergenic	Intergenic	-102895	uc009ani.1	Gpr12	G-protein coupled receptor 12	16.12	8.06	2.02	39.3	57.44	47.36	17.13	11.08	90-Per2_n3R16	1	burg	1	23.6213017751	24.2258989973	17.0945660519	28.3833333333	0.79654838	0.7513369089	0.730872487	0.0007728144	0.000030026	0.0054222525
91	chr19	46742691	46743110	46742835	35	intron (uc008hua.2, intron 6 of 7)	intron (NM_007809, intron 6 of 7)	4590	uc008hua.2	Cyp17a1	steroid 17-alpha-hydroxylase/17,20 lyase	24.18	10.08	11.08	29.22	47.36	48.37	10.08	24.18	91-Per2_n3R16	1	default	1	24	18.4873375029	18.0157897821	28.3816666667	0.8600402847	0.8289381257	0.5405801813	0.0001435535	2.9775126187E-005	0.0053769413
92	chr13	44397291	44397740	44397515	42	Intergenic	Intergenic	-85659	uc007qgo.1	AK136877	Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330050A06 product:unclassifiable, full insert sequence.	12.09	8.06	6.05	52.4	62.48	27.21	4.03	10.08	92-Per2_n3R16	0	burg	1	22.6818181818	26.294639912	15.6288173554	28.0483333333	0.7423066764	0.6850414934	0.7861644833	0.0022385369	3.97558816833E-005	0.0071793161
93	chr11	96724861	96725300	96725140	60	Intergenic	Intergenic	13373	uc011ydo.1	Mir152	Mus musculus microRNA 152 (Mir152), microRNA.	5.04	6.05	4.03	34.26	81.62	37.28	2.02	6.05	93-Per2_n3R16	1	burg	1	23.0751445087	30.6044114236	16.4076146801	28.0466666667	0.6753624279	0.6032207452	0.9855116151	0.0063284087	7.2318466323E-005	0.0130596306
94	chr17	56218311	56219070	56218705	27	promoter-TSS (uc008dau.1)	promoter-TSS (NM_008233)	-390	uc008dau.1	Hdgfrp2	hepatoma-derived growth factor-related protein	20.15	3.02	10.08	32.25	65.5	37.28	7.05	29.22	94-Per2_n3R16	0	burg	1	22.9425287356	24.5654406914	16.9176598585	28.0466666667	0.7788793923	0.7297414795	0.7302963804	0.0011241687	3.17276894156E-005	0.005729545
95	chr8	73063201	73063561	73063425	55	promoter-TSS (uc009mau.1)	promoter-TSS (NM_007924)	-193	uc009mau.1	Ell	RNA polymerase II elongation factor ELL	8.06	0	15.12	37.28	69.53	36.28	5.04	7.05	95-Per2_n3R16	0	burg	1	23.4823529412	26.9171003505	15.8221588259	27.7116666667	0.772116475	0.7214756917	0.8368005736	0.0012873842	3.28360558612E-005	0.0059296993
96	chr5	138227921	138228311	138228090	53	promoter-TSS (uc009ady.1)	promoter-TSS (NM_144913)	-187	uc009ady.1	Mepce	7SK snRNA methylphosphate capping enzyme	15.12	2.02	4.03	29.22	67.51	48.37	3.02	3.02	96-Per2_n3R16	1	burg	1	23.6213017751	27.8308050347	17.2897318209	27.7116666667	0.7982130782	0.75337154	0.8580530149	0.0007447638	2.98587022555E-005	0.0053920339
97	chr19	3985191	3985521	3985325	47	Intergenic	Intergenic	-1305	uc008fxz.1	Acy3	aspartoacylase-2	12.09	7.05	3.02	38.29	65.5	40.31	2.02	9.07	97-Per2_n3R16	1	burg	1	23.2093023256	25.9999672561	16.6652690151	27.71	0.7661112583	0.7141359824	0.8041506751	0.0014472446	3.42235558777E-005	0.006180261
98	chr11	79467871	79468231	79468115	43	intron (uc007kku.1, intron 3 of 14)	intron (NM_175543, intron 3 of 14)	20579	uc007kkw.1	AK019731	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700020F10 product:unclassifiable, full insert sequence.	33.25	4.03	8.06	21.16	47.36	52.4	11.08	22.17	98-Per2_n3R16	0	mle	1	23.6213017751	23.1813865837	18.9818547678	27.71	0.8865611787	0.8613525518	0.6615341093	5.57734709705E-005	2.9775126187E-005	0.0053769413
99	chr14	51550561	51551310	51550875	23	promoter-TSS (uc007tma.1)	promoter-TSS (NM_001033271)	-411	uc007tma.1	Tmem55b	transmembrane protein 55B	19.15	11.08	8.06	37.28	44.34	46.35	3.02	10.08	99-Per2_n3R16	0	mle	1	23.7619047619	17.8481039055	17.3073540219	27.71	0.7848851151	0.7370818073	0.5613102997	0.0009931551	3.09903264132E-005	0.0055963883
100	chr2	152186121	152186710	152186345	24	intron (uc008nfg.2, intron 1 of 4)	intron (NR_033505, intron 1 of 4)	15010	uc008nfg.2	Gm14164	Mus musculus clone NIA:H4063H10 unknown mRNA.	15.12	15.12	13.1	44.34	56.43	20.15	5.04	12.09	100-Per2_n3R16	0	burg	1	22.6818181818	19.4057654942	15.2200552183	27.3766666667	0.6806234042	0.6096508274	0.6127384257	0.0058798181	6.88690913041E-005	0.0124367252
101	chr4	9596201	9596680	9596465	44	promoter-TSS (uc008ryf.2)	promoter-TSS (NM_001177849)	-131	uc008ryf.2	Asph	aspartyl/asparaginyl beta-hydroxylase isoform 1	10.08	5.04	6.05	33.25	64.49	45.35	7.05	6.05	101-Per2_n3R16	0	default	1	24	25.318923557	16.7064947257	27.3766666667	0.7761159567	0.7263639471	0.8151250573	0.0011887872	3.22752280885E-005	0.0058284222
102	chr9	66027641	66028050	66027875	37	intron (uc009qen.2, intron 2 of 11)	intron (NM_010019, intron 2 of 11)	21812	uc009qen.2	Dapk2	death-associated protein kinase 2	12.09	9.07	6.05	35.27	51.39	50.38	12.09	22.17	102-Per2_n3R16	1	mle	1	24.3414634146	21.2574474823	17.0483395467	27.375	0.7770862318	0.7275498388	0.6981759389	0.0011657784	3.20855941218E-005	0.0057941772
103	chr11	69232151	69232611	69232425	28	Intergenic	Intergenic	-5206	uc007jqe.1	Kdm6b	lysine-specific demethylase 6B	20.15	8.06	5.04	29.22	46.35	55.42	3.02	10.08	103-Per2_n3R16	1	default	1	24	21.8095100016	18.2097938246	27.3733333333	0.8266139191	0.788083679	0.6792214647	0.0003763258	2.9775126187E-005	0.0053769413
104	chr19	42119731	42120060	42119905	50	promoter-TSS (uc008hnb.1)	promoter-TSS (NM_026152)	-446	uc008hnb.1	Hoga1	probable 4-hydroxy-2-oxoglutarate aldolase,	15.12	8.06	14.11	26.2	44.34	55.42	4.03	9.07	104-Per2_n3R16	1	burg	1	25.5897435897	18.4727038197	17.6551337436	27.2083333333	0.7511595305	0.6958616484	0.6321097034	0.0019126899	0.000037553	0.0067815023
105	chr14	51550561	51551160	51550695	22	promoter-TSS (uc007tma.1)	promoter-TSS (NM_001033271)	-336	uc007tma.1	Tmem55b	transmembrane protein 55B	19.15	11.08	8.06	36.28	43.33	45.35	3.02	9.07	105-Per2_n3R16	0	mle	1	23.7619047619	17.332182752	17.3459712471	27.2083333333	0.7873165973	0.7400536189	0.5539582514	0.0009436288	3.06268158647E-005	0.0055307437
106	chr10	80282131	80282680	80282285	37	Intergenic	Intergenic	-6165	uc007geu.1	Jsrp1	junctional sarcoplasmic reticulum protein 1	26.2	11.08	5.04	22.17	50.38	48.37	8.06	16.12	106-Per2_n3R16	1	default	1	24	21.2064732738	18.6761749637	27.2066666667	0.8696779656	0.8407175135	0.6299969973	0.0001041311	2.9775126187E-005	0.0053769413
107	chr11	69485851	69486290	69486115	30	promoter-TSS (uc007jra.2)	promoter-TSS (NM_001159375)	-145	uc007jra.2	Eif4a1	eukaryotic initiation factor 4A-I isoform 1	25.19	9.07	7.05	31.24	46.35	44.34	5.04	12.09	107-Per2_n3R16	0	mle	1	22.9425287356	19.0275613785	18.0068195756	27.2066666667	0.8576507552	0.8260175897	0.5645685715	0.0001549167	2.9775126187E-005	0.0053769413
108	chr12	113825541	113826071	113825905	28	Intergenic	Intergenic	-1189	uc007pes.1	Inf2	inverted formin-2	12.09	6.05	17.13	26.2	50.38	51.39	10.08	13.1	108-Per2_n3R16	1	burg	1	26.4370860927	18.5269379597	16.7315561428	27.2066666667	0.7370500658	0.6786167471	0.6541598116	0.0024514825	4.1333499763E-005	0.0074642103
109	chr17	5094601	5095180	5094805	32	intron (uc008aey.1, intron 2 of 19)	intron (NM_001085355, intron 2 of 19)	99816	uc008aey.1	Arid1b	AT rich interactive domain 1B (Swi1 like)	16.12	9.07	6.05	37.28	53.41	40.31	4.03	18.14	109-Per2_n3R16	1	burg	1	23.2093023256	20.8623652534	16.8688568843	27.04	0.7987778967	0.7540618737	0.650977712	0.0007354287	2.98587022555E-005	0.0053920339
110	chr4	107571781	107572191	107571945	34	Intergenic	Intergenic	9482	uc008uam.1	0610037L13Rik	hypothetical protein LOC74098	22.17	8.06	4.03	34.26	46.35	47.36	4.03	33.25	110-Per2_n3R16	1	default	1	24	20.3199194159	17.7564876929	27.0383333333	0.8288690408	0.7908399388	0.6318700079	0.0003547959	2.9775126187E-005	0.0053769413
111	chr6	144260311	144260690	144260540	42	Intergenic	Intergenic	-102422	uc009eqk.2	Sox5	transcription factor SOX-5 isoform a	14.11	8.06	10.08	37.28	62.48	29.22	8.06	26.2	111-Per2_n3R16	0	burg	1	23.2093023256	22.2349171518	16.034196572	26.8716666667	0.7373216864	0.6789487278	0.7094272477	0.0024401077	4.12352351235E-005	0.0074464652
112	chr19	46835751	46836071	46835955	49	promoter-TSS (uc008hue.1)	promoter-TSS (NM_001102471)	-188	uc008hue.1	Cnnm2	metal transporter CNNM2 isoform a	7.05	2.02	6.05	33.25	70.54	41.31	5.04	2.02	112-Per2_n3R16	0	burg	1	23.3450292398	28.0617024303	16.5229670931	26.7033333333	0.7548671149	0.7003931404	0.9172906853	0.0017877513	3.68195153983E-005	0.0066490524
113	chr15	25571081	25571620	25571295	37	intron (uc007vjc.1, intron 1 of 40)	intron (NM_019472, intron 1 of 40)	19045	uc007vjc.1	Myo10	myosin X	11.08	5.04	6.05	35.27	55.42	47.36	3.02	19.15	113-Per2_n3R16	0	default	1	24	23.1833138378	16.8205679635	26.7033333333	0.803350028	0.7596500342	0.7589956481	0.0006631664	2.9775126187E-005	0.0053769413
114	chr12	103706931	103707550	103707235	50	promoter-TSS (uc007oug.2)	promoter-TSS (NM_001199004)	-104	uc007oug.2	Golga5	Golgin subfamily A member 5	9.07	9.07	4.03	29.22	73.56	35.27	2.02	7.05	114-Per2_n3R16	1	burg	1	22.9425287356	26.1752896178	16.7483249926	26.7033333333	0.6547262567	0.5779987582	0.8929221688	0.008350952	8.63219166794E-005	0.0155884438
115	chr9	62687061	62687460	62687195	42	intron (uc009qan.1, intron 1 of 6)	intron (NM_001033175, intron 1 of 6)	666	uc009qan.1	Cln6	ceroid-lipofuscinosis, neuronal 6	25.19	7.05	4.03	36.28	45.35	42.32	5.04	16.12	115-Per2_n3R16	0	burg	1	23.0751445087	19.8857164593	17.6760531255	26.7033333333	0.8219242995	0.7823519216	0.6088338841	0.0004243468	2.9775126187E-005	0.0053769413
116	chr1	121563521	121563840	121563685	35	intron (uc007ciz.1, intron 26 of 26)	MER58B|DNA|MER1_type	-18103	uc007ciw.2	Epb4.1l5	band 4.1-like protein 5 isoform 1	22.17	7.05	13.1	32.25	38.29	47.36	7.05	15.12	116-Per2_n3R16	0	burg	1	24.6419753086	15.9213090989	17.6595592346	26.7033333333	0.7870391178	0.7397144773	0.5259637177	0.0009491815	3.06277064396E-005	0.0055309045
117	chr17	80526891	80527231	80527055	53	exon (uc008dqo.1, exon 1 of 7)	exon (NM_176963, exon 1 of 7)	250	uc008dqo.1	Galm	aldose 1-epimerase	15.12	7.05	7.05	28.21	67.51	35.27	4.03	7.05	117-Per2_n3R16	0	burg	1	23.6213017751	23.5597743873	16.8028670803	26.7016666667	0.7032230538	0.6372726213	0.7866939916	0.0042260607	5.59693456991E-005	0.0101072246
118	chr17	29533611	29534100	29533925	35	Intergenic	Intergenic	35996	uc012aon.1	Fgd2	FYVE, RhoGEF and PH domain-containing protein 2	9.07	12.09	8.06	29.22	50.38	50.38	4.03	20.15	118-Per2_n3R16	1	yule-walker	1	25.2658227848	19.1991615535	17.0508400527	26.5333333333	0.7271161144	0.6664752509	0.6879882297	0.0028966799	4.51185793795E-005	0.0081477389
119	chr3	78887001	78887311	78887145	51	exon (uc008pnm.1, exon 16 of 24)	exon (NM_001099624, exon 16 of 24)	62641	uc008pnm.1	Rapgef2	rap guanine nucleotide exchange factor 2	21.16	10.08	7.05	25.19	61.47	31.24	9.07	23.18	119-Per2_n3R16	0	burg	1	23.2093023256	20.2739215028	17.2810387298	26.0316666667	0.6819789455	0.6113076	0.6875780992	0.0057683477	6.8006744342E-005	0.0122809983
120	chr15	85983941	85984410	85984180	43	intron (uc007xdy.2, intron 6 of 12)	intron (NM_145475, intron 6 of 12)	13650	uc007xdz.1	AK182695	Mus musculus cDNA, clone:Y0G0123H03, strand:unspecified.	15.12	7.05	4.03	30.23	58.45	41.31	7.05	10.08	120-Per2_n3R16	0	mle	1	23.3450292398	22.8424632512	17.2153682046	26.0316666667	0.7900101334	0.7433457187	0.7464470348	0.0008910304	3.06104140709E-005	0.0055277818
121	chr4	35043991	35044451	35044215	30	intron (uc008sgs.1, intron 1 of 3)	intron (NM_178061, intron 1 of 3)	-55083	uc008sgu.1	Ifnk	interferon kappa precursor	16.12	9.07	13.1	29.22	47.36	41.31	10.08	40.31	121-Per2_n3R16	1	mle	1	24.3414634146	16.5039490693	16.9552522098	26.03	0.8121517537	0.7704076989	0.5548723022	0.0005396748	2.9775126187E-005	0.0053769413
