ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Cry2_CT0/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT4/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT8/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT12/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT16/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT20/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_KO/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry_Input/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
64	chr4	35044021	35044540	35044180	21	intron (uc008sgs.1, intron 1 of 3)	intron (NM_178061, intron 1 of 3)	-55024	uc008sgu.1	Ifnk	interferon kappa precursor	20.25	8.81	20.25	28.18	34.34	22.89	12.33	33.46	64-Cry2_n3R17	0	burg	1	22.0552486188	9.6262112469	15.9480227034	22.4533333333	0.7606819493	0.7075001603	0.3497998344	0.0016046841	0.0018827629	0.012479505
65	chr14	70027001	70027300	70027175	37	intron (uc007umo.2, intron 1 of 13)	intron (NM_033325, intron 1 of 13)	12933	uc007uml.1	AK086749	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930513O14 product:mitochondrial solute carrier protein, full insert sequence.	14.09	14.09	16.73	22.01	31.7	36.1	4.4	21.13	65-Cry2_n3R17	1	burg	1	27.156462585	8.6950496711	16.847172987	22.4533333333	0.7027448681	0.6366881721	0.3833686744	0.004256789	0.0029647457	0.0196512041
66	chr11	69232211	69232800	69232425	22	Intergenic	Intergenic	-5330	uc007jqe.1	Kdm6b	lysine-specific demethylase 6B	11.45	7.04	13.21	33.46	33.46	36.1	7.93	14.09	66-Cry2_n3R17	0	burg	1	24.3414634146	13.0832075619	15.9951979215	22.4533333333	0.7470180336	0.6907998188	0.5370976215	0.0020601699	0.0020566189	0.013631873
67	chr5	125976001	125976600	125976195	24	intron (uc008zrs.1, intron 5 of 17)	intron (NM_030210, intron 5 of 17)	20057	uc008zrs.1	Aacs	acetoacetyl-CoA synthetase	17.61	11.45	20.25	28.18	37.86	18.49	2.64	23.78	67-Cry2_n3R17	0	burg	1	22.4269662921	10.2179833281	15.2235662493	22.3066666667	0.7274205964	0.6668473956	0.3817655029	0.0028821638	0.002411198	0.0159821277
68	chr8	128096161	128096640	128096400	49	Intergenic	Intergenic	-12138	uc012gnc.1	4930567H12Rik	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930567H12 product:unclassifiable, full insert sequence.	3.52	0.88	11.45	42.27	55.48	19.37	4.4	6.16	68-Cry2_n3R17	0	burg	1	22.6818181818	24.6942570738	15.0856873425	22.1616666667	0.8001108909	0.7556910889	0.9094656729	0.0007137582	0.0015183832	0.0100642889
69	chr9	21796651	21796970	21796795	45	intron (uc012gpk.1, intron 8 of 12)	RSINE1|SINE|B4	-2913	uc009onf.1	Rgl3	ral guanine nucleotide dissociation	13.21	7.04	8.81	28.18	50.19	25.54	5.28	4.4	69-Cry2_n3R17	0	burg	1	23.2093023256	17.2900050655	16.328764384	22.1616666667	0.7394833861	0.6815908052	0.6693539256	0.0023510367	0.0021759637	0.0144229255
70	chr15	85601711	85602011	85601850	26	intron (uc007xdj.2, intron 2 of 7)	intron (NM_011144, intron 2 of 7)	35867	uc007xdj.2	Ppara	peroxisome proliferator-activated receptor	24.66	11.45	18.49	23.78	25.54	28.18	6.16	18.49	70-Cry2_n3R17	0	burg	1	23.4823529412	6.1411302406	18.0129896892	22.0166666667	0.6571413556	0.5809505457	0.2519275352	0.0080912937	0.0043242763	0.0286625716
71	chr9	61218271	61218700	61218385	32	Intergenic	CpG	-1688	uc009pzo.1	Tle3	transducin-like enhancer protein 3 isoform 1	19.37	11.45	30.82	14.09	25.54	30.82	11.45	12.33	71-Cry2_n3R17	0	mle	1	26.2631578947	3.4907432337	17.5383462221	22.015	0.117461454	-0.0786582229	0.3463839471	0.5699038262	0.0944270977	0.625890499
72	chr8	122705821	122706380	122706005	29	Intergenic	Intergenic	-4731	uc009nqx.2	Fam92b	hypothetical protein LOC436062	9.69	3.52	15.85	42.27	43.15	17.61	2.64	9.69	72-Cry2_n3R17	1	burg	1	22.5536723164	19.3242859993	14.7391547691	22.015	0.8319828046	0.79464565	0.695919001	0.0003266569	0.0014358589	0.0095172937
73	chr7	28271761	28272200	28271945	39	promoter-TSS (uc009fwh.1)	promoter-TSS (NM_018820)	8	uc009fwh.1	Sertad1	SERTA domain-containing protein 1	8.81	6.16	12.33	36.98	46.67	21.13	4.4	5.28	73-Cry2_n3R17	0	mle	1	23.0751445087	18.2204479463	15.1384148378	22.0133333333	0.7977428587	0.7527968273	0.6819490393	0.0007526055	0.0015189668	0.0100681577
74	chr3	146252461	146252880	146252605	22	intron (uc008rro.2, intron 3 of 6)	intron (NM_019957, intron 3 of 6)	-7443	uc008rrp.1	Uox	uricase	18.49	14.97	22.01	22.01	30.82	23.78	7.93	18.49	74-Cry2_n3R17	1	burg	1	22.6818181818	5.2783236348	16.0169070395	22.0133333333	0.6350517854	0.5539521821	0.2215399084	0.0107161947	0.005175805	0.0343067537
75	chr7	36372681	36373240	36372955	26	intron (uc009gkd.1, intron 1 of 28)	intron (NM_145633, intron 1 of 28)	1694	uc009gkd.1	Ankrd27	ankyrin repeat domain-containing protein 27	12.33	10.57	14.97	30.82	42.27	20.25	3.52	7.04	75-Cry2_n3R17	0	burg	1	22.9425287356	13.4668916866	15.2825312324	21.8683333333	0.7579856147	0.7042046402	0.5164113037	0.0016876614	0.0019282063	0.0127807166
76	chr5	125729391	125729881	125729650	40	Intergenic	Intergenic	-70052	uc008zqy.1	Ncor2	nuclear receptor corepressor 2	22.01	6.16	10.57	28.18	51.07	13.21	1.76	7.04	76-Cry2_n3R17	0	burg	1	22.3016759777	16.6755870528	16.2791755292	21.8666666667	0.593037623	0.5026015392	0.6839312355	0.0174982322	0.0070532085	0.0467507349
77	chr11	118126921	118127340	118127135	23	intron (uc011yim.1, intron 15 of 20)	intron (NM_001033528, intron 15 of 20)	24428	uc011yim.1	Usp36	ubiquitin specific peptidase 36	15.85	16.73	21.13	36.98	25.54	14.97	14.09	11.45	77-Cry2_n3R17	0	burg	1	22.4269662921	9.2808889804	13.0316132709	21.8666666667	0.755425939	0.7010761477	0.3505758865	0.0017694846	0.0019576427	0.0129758302
78	chr4	43505581	43506041	43505885	34	promoter-TSS (uc008spy.1)	promoter-TSS (NM_001037913)	120	uc008spx.1	Rmrp	Mus musculus RNA component of mitochondrial RNAase P (Rmrp), RNase MRP RNA.	15.85	7.93	9.69	33.46	48.43	13.21	8.81	11.45	78-Cry2_n3R17	0	burg	1	22.4269662921	17.0168653514	15.6316217064	21.4283333333	0.6592651157	0.5835462525	0.6849388634	0.0078681874	0.0042392035	0.028098684
79	chr7	87591261	87591570	87591375	30	Intergenic	Intergenic	-43767	uc009iau.1	Furin	furin preproprotein	13.21	14.09	23.78	21.13	30.82	25.54	14.09	12.33	79-Cry2_n3R17	1	burg	1	26.091503268	5.8733498099	14.1529793642	21.4283333333	0.5800956209	0.4867835366	0.2902638167	0.0201454428	0.0077262839	0.0512120761
80	chr17	29533721	29534130	29533935	20	Intergenic	Intergenic	36066	uc012aon.1	Fgd2	FYVE, RhoGEF and PH domain-containing protein 2	17.61	16.73	20.25	25.54	21.13	27.3	6.16	22.01	80-Cry2_n3R17	0	default	1	24	3.0377500891	15.6801996957	21.4266666667	0.3748851143	0.2359706953	0.1802663215	0.120731135	0.0281400867	0.186520748
81	chr11	79467911	79468290	79468095	43	intron (uc007kku.1, intron 3 of 14)	intron (NM_175543, intron 3 of 14)	20530	uc007kkw.1	AK019731	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700020F10 product:unclassifiable, full insert sequence.	13.21	10.57	7.93	18.49	46.67	30.82	3.52	16.73	81-Cry2_n3R17	1	burg	1	23.9041916168	14.7776487147	17.3607860426	21.2816666667	0.6857666253	0.6159369865	0.6366648124	0.0054655691	0.0033985001	0.0225262552
82	chr6	55125921	55126460	55126065	35	Intergenic	MTD|LTR|MaLR	-1206	uc009can.1	Inmt	indolethylamine N-methyltransferase	16.73	6.16	15.85	25.54	38.74	23.78	5.28	19.37	82-Cry2_n3R17	0	mle	1	23.0751445087	12.1130206462	16.164884614	21.1333333333	0.7828948358	0.7346492438	0.4762996671	0.0010351796	0.0016037038	0.010629819
83	chr16	93325131	93325480	93325285	35	Intergenic	Intergenic	28129	uc007zzm.1	AK007854	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810053B23 product:unclassifiable, full insert sequence.	14.97	8.81	16.73	17.61	37.86	29.94	8.81	25.54	83-Cry2_n3R17	1	burg	1	24.490797546	10.3904129052	17.0423219624	20.9866666667	0.6796013769	0.6084016829	0.4680251928	0.0059649648	0.0035890488	0.0237892679
84	chr17	31925291	31925780	31925470	38	Intergenic	Intergenic	67202	uc008bvr.1	Sik1	serine/threonine-protein kinase SIK1	6.16	2.64	9.69	31.7	51.07	24.66	5.28	7.04	84-Cry2_n3R17	0	burg	1	23.0751445087	20.0694039633	15.7096212643	20.9866666667	0.7801317704	0.7312721638	0.8061328458	0.0010957997	0.001637825	0.0108559846
85	chr9	107489801	107490281	107490045	27	promoter-TSS (uc009rmd.1)	promoter-TSS (NM_025903)	-8	uc009rmd.1	Ifrd2	interferon-related developmental regulator 2	8.81	6.16	6.16	33.46	44.03	26.42	2.64	9.69	85-Cry2_n3R17	0	burg	1	23.4823529412	17.2865624135	15.8699584154	20.84	0.7794063545	0.7303855444	0.7073742327	0.0011121631	0.0016473562	0.0109191598
86	chr19	3985111	3985570	3985345	47	Intergenic	Intergenic	-1321	uc008fxz.1	Acy3	aspartoacylase-2	9.69	5.28	7.93	26.42	52.83	20.25	3.52	7.93	86-Cry2_n3R17	0	burg	1	23.3450292398	18.2752175427	15.9359100693	20.4	0.6794738999	0.6082458776	0.7971747819	0.005975652	0.0035898147	0.0237943449
87	chr1	135272521	135273090	135272635	18	intron (uc007cqh.2, intron 5 of 7)	intron (NM_175443, intron 5 of 7)	12656	uc007cqh.2	Etnk2	ethanolamine kinase 2	18.49	12.33	14.09	23.78	31.7	22.01	6.16	9.69	87-Cry2_n3R17	0	burg	1	22.4269662921	7.9716062455	16.7439645414	20.4	0.7885857246	0.7416047746	0.3166072204	0.0009185534	0.001570872	0.0104122006
88	chr4	140173271	140173690	140173455	19	intron (uc008vmw.2, intron 1 of 27)	intron (NM_001112722, intron 1 of 27)	31191	uc008vmw.2	Arhgef10l	rho guanine nucleotide exchange factor 10-like	17.61	10.57	12.33	35.22	31.7	14.97	1.76	9.69	88-Cry2_n3R17	0	burg	1	20.9005235602	10.9696524439	15.6093286191	20.4	0.637161942	0.5565312625	0.4677650541	0.0104401744	0.0050730118	0.0336254103
89	chr17	5094601	5095080	5094785	31	intron (uc008aey.1, intron 2 of 19)	intron (NM_001085355, intron 2 of 19)	99766	uc008aey.1	Arid1b	AT rich interactive domain 1B (Swi1 like)	14.97	9.69	14.97	22.01	38.74	22.01	4.4	20.25	89-Cry2_n3R17	0	burg	1	23.4823529412	10.4484454131	16.1453627357	20.3983333333	0.6985316776	0.6315387171	0.454279757	0.0045351074	0.0030667885	0.0203275737
90	chr4	9596291	9596680	9596420	35	promoter-TSS (uc008ryf.2)	promoter-TSS (NM_001177849)	-176	uc008ryf.2	Asph	aspartyl/asparaginyl beta-hydroxylase isoform 1	9.69	3.52	8.81	27.3	43.15	29.06	4.4	6.16	90-Cry2_n3R17	0	mle	1	23.3450292398	16.5850049586	16.341610748	20.255	0.8128215362	0.771226322	0.6906018814	0.0005310696	0.0014645715	0.0097076098
91	chr1	88928901	88929420	88929120	21	intron (uc007bvw.2, intron 15 of 21)	intron (NM_153530, intron 14 of 20)	-47586	uc007bvx.1	AK077157	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933415F08 product:lysyl-tRNA synthetase, pseudogene 1, full insert sequence.	10.57	7.93	19.37	29.94	29.06	24.66	6.16	14.97	91-Cry2_n3R17	1	burg	1	24.3414634146	9.9264851893	14.2721946166	20.255	0.8205047408	0.7806169054	0.4214458818	0.000439783	0.0014582596	0.0096657724
92	chr19	21029301	21029700	21029555	38	promoter-TSS (uc008gyp.1)	promoter-TSS (NM_028953)	-808	uc008gyp.1	Tmc1	transmembrane channel-like protein 1	12.33	2.64	13.21	24.66	39.63	28.18	3.52	14.09	92-Cry2_n3R17	0	mle	1	23.6213017751	14.2536084394	16.2959850636	20.1083333333	0.8102218264	0.768048899	0.6023352246	0.0005650777	0.0014676781	0.0097282006
93	chr1	90183911	90184461	90184215	16	Intergenic	Intergenic	-10032	uc007bym.2	Hjurp	Holliday junction recognition protein	18.49	16.73	24.66	24.66	25.54	10.57	12.33	71.33	93-Cry2_n3R17	1	burg	1	23.3450292398	6.0677587178	11.5862571893	20.1083333333	0.6450537781	0.5661768399	0.2693042977	0.0094565236	0.0047666364	0.0315946641
94	chr12	79087631	79088060	79087835	23	Intergenic	Intergenic	-239797	uc007nzc.2	Gphn	gephyrin isoform 2	14.97	5.28	14.09	29.94	32.58	23.78	5.28	19.37	94-Cry2_n3R17	0	mle	1	22.6818181818	11.8485269301	15.8719988164	20.1066666667	0.8282183183	0.7900446112	0.4753887216	0.0003609074	0.0014480368	0.0095980126
95	chr9	51785611	51786160	51785835	29	Intergenic	Intergenic	-14247	uc009plo.1	Fdx1	adrenodoxin, mitochondrial precursor	21.13	7.93	15.85	22.01	36.1	17.61	6.16	26.42	95-Cry2_n3R17	0	burg	1	22.3016759777	9.705507404	16.5412602234	20.105	0.6305757467	0.5484814682	0.4225757169	0.0113204664	0.005342852	0.0354139901
96	chr8	10974061	10974480	10974285	37	Intergenic	Intergenic	-33580	uc009kva.1	AK162519	Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230089I11 product:unclassifiable, full insert sequence.	12.33	5.28	8.81	29.94	43.15	20.25	3.52	18.49	96-Cry2_n3R17	0	burg	1	22.6818181818	15.959576032	15.9729927792	19.96	0.7721768417	0.7215494732	0.6581719851	0.0012858503	0.0017468238	0.0115784608
97	chr4	141421471	141421831	141421650	24	intron (uc008vpl.1, intron 1 of 3)	intron (NM_025994, intron 1 of 3)	9184	uc008vpl.1	Efhd2	EF-hand domain-containing protein D2	14.09	2.64	9.69	30.82	37.86	24.66	7.93	9.69	97-Cry2_n3R17	0	mle	1	23.0751445087	15.0922512634	16.1125060541	19.96	0.8283999099	0.7902665566	0.6137195479	0.0003591938	0.0014480368	0.0095980126
98	chr3	87714491	87714841	87714655	32	intron (uc008ptc.2, intron 1 of 5)	intron (NM_008231, intron 1 of 5)	4423	uc008ptc.2	Hdgf	hepatoma-derived growth factor	15.85	7.93	13.21	32.58	39.63	9.69	1.76	6.16	98-Cry2_n3R17	0	burg	1	22.1777777778	14.0740658439	15.0885746748	19.815	0.6709203019	0.5977914801	0.6037399359	0.0067275186	0.0038619574	0.0255981861
99	chr12	113346901	113347520	113347185	23	promoter-TSS (uc011yvc.1)	promoter-TSS (NR_037234)	-239	uc011yvc.1	Mir3073	Mus musculus microRNA 3073 (Mir3073), microRNA.	6.16	7.93	14.09	29.06	39.63	22.01	6.16	12.33	99-Cry2_n3R17	0	mle	1	23.6213017751	13.8799502262	14.9259309805	19.8133333333	0.79233879	0.7461918544	0.5983926302	0.000847421	0.0015366799	0.010185565
100	chr11	96724781	96725370	96725140	38	Intergenic	(CA)n|Simple_repeat|Simple_repeat	13368	uc011ydo.1	Mir152	Mus musculus microRNA 152 (Mir152), microRNA.	6.16	1.76	9.69	23.78	53.71	23.78	0.88	2.64	100-Cry2_n3R17	0	burg	1	23.7619047619	19.1927549223	15.8681596258	19.8133333333	0.6988210963	0.6318924511	0.8730353975	0.004515548	0.0030657161	0.0203204653
101	chr1	120231631	120232190	120231885	32	Intergenic	PB1D10|SINE|Alu	13490	uc007cic.2	Mki67ip	MKI67 FHA domain-interacting nucleolar	11.45	7.04	11.45	25.54	40.51	22.89	5.28	20.25	101-Cry2_n3R17	0	burg	1	23.0751445087	13.459449759	16.0513723236	19.8133333333	0.7738367672	0.723578271	0.5731156591	0.0012442253	0.001717313	0.0113828545
102	chr6	113646591	113647160	113646900	21	promoter-TSS (uc009dhg.1)	promoter-TSS (NM_001033463)	-618	uc009dhg.1	Tatdn2	TatD DNase domain containing 2	9.69	5.28	7.04	32.58	31.7	32.58	2.64	7.93	102-Cry2_n3R17	0	default	1	24	13.8330684775	16.2113438964	19.8116666667	0.7397247942	0.6818858596	0.6331671293	0.0023412489	0.0021748228	0.0144153634
103	chr11	68886851	68887390	68887055	20	TTS (uc007jpd.2)	TTS (NM_025838)	2809	uc007jpd.2	Tmem107	transmembrane protein 107 isoform 2	27.3	12.33	19.37	12.33	24.66	22.01	10.57	23.78	103-Cry2_n3R17	1	yule-walker	1	23.3450292398	5.4160051934	20.4818359735	19.6666666667	0.457491168	0.3369336497	0.2909388067	0.063801466	0.0174524873	0.1156802047
104	chr6	144260271	144260670	144260535	34	Intergenic	Intergenic	-102392	uc009eqk.2	Sox5	transcription factor SOX-5 isoform a	15.85	5.28	16.73	19.37	39.63	21.13	9.69	23.78	104-Cry2_n3R17	0	burg	1	23.4823529412	11.1873974304	16.2239396962	19.665	0.6417199149	0.5621021183	0.5214604906	0.0098628405	0.0048826967	0.0323639459
105	chr5	138227891	138228310	138228085	35	promoter-TSS (uc009ady.1)	promoter-TSS (NM_144913)	-171	uc009ady.1	Mepce	7SK snRNA methylphosphate capping enzyme	10.57	3.52	8.81	25.54	41.39	27.3	1.76	5.28	105-Cry2_n3R17	1	burg	1	23.0751445087	15.6599926215	16.4778267298	19.5216666667	0.8115493948	0.7696714825	0.6698138604	0.000547506	0.0014645715	0.0097076098
106	chr11	69734801	69735500	69735345	18	promoter-TSS (uc011xxj.1)	promoter-TSS (NM_001166592)	-373	uc011xxj.1	Eif5a	eukaryotic translation initiation factor 5A-1	12.33	7.93	15.85	29.94	33.46	17.61	7.93	14.97	106-Cry2_n3R17	0	burg	1	22.3016759777	11.5514646792	15.0798637042	19.52	0.8247106491	0.7857574601	0.4704760281	0.0003952755	0.001452221	0.0096257468
107	chr4	141346521	141346930	141346745	30	promoter-TSS (uc008vpf.1)	promoter-TSS (NM_172338)	-166	uc008vpf.1	Dnajc16	dnaJ homolog subfamily C member 16 precursor	14.97	3.52	7.04	28.18	41.39	22.01	8.81	10.57	107-Cry2_n3R17	0	burg	1	22.4269662921	15.9123613485	16.5265070409	19.5183333333	0.791848406	0.7455924962	0.65875746	0.0008564635	0.0015367316	0.0101859081
108	chr7	25337371	25337870	25337655	32	intron (uc012ffm.1, intron 2 of 16)	intron (NM_009532, intron 2 of 16)	5608	uc012ffm.1	Xrcc1	DNA repair protein XRCC1	10.57	6.16	7.93	29.06	49.31	13.21	4.4	16.73	108-Cry2_n3R17	0	burg	1	22.9425287356	17.3703510384	15.5271057825	19.3733333333	0.6546353068	0.5778875972	0.7915770891	0.0083608555	0.0044035365	0.0291879313
109	chr19	5278261	5278900	5278515	47	intron (uc008gcm.2, intron 18 of 20)	MTD|LTR|MaLR	-5461	uc008gcj.1	Pacs1	phosphofurin acidic cluster sorting protein 1	9.69	5.28	9.69	26.42	53.71	11.45	1.76	16.73	109-Cry2_n3R17	0	burg	1	23.0751445087	18.1795999325	15.4196953463	19.3733333333	0.6033795183	0.5152416335	0.8631055067	0.0155843294	0.0065339358	0.0433088429
110	chr19	23210171	23210770	23210355	22	TTS (uc008gzy.1)	CpG	1080	uc008gzy.1	AK019124	Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:2410071A13 product:hypothetical protein, full insert sequence.	13.21	14.09	14.09	29.94	18.49	26.42	1.76	2.64	110-Cry2_n3R17	0	burg	1	25.5897435897	5.0263544039	14.6216159879	19.3733333333	0.3588792717	0.2164079987	0.3370999392	0.1352786258	0.0306366321	0.2030685831
111	chr1	193007301	193007641	193007465	44	promoter-TSS (uc007ece.1)	promoter-TSS (NM_007498)	-259	uc007ece.1	Atf3	cyclic AMP-dependent transcription factor ATF-3	6.16	1.76	5.28	38.74	45.79	18.49	1.76	2.64	111-Cry2_n3R17	0	burg	1	22.0552486188	20.8819829122	15.6347822574	19.37	0.7688373768	0.7174679049	0.8834804589	0.0013728695	0.0017882235	0.0118528701
112	chr15	58875321	58875740	58875555	29	intron (uc007vty.2, intron 3 of 14)	intron (NM_144800, intron 3 of 14)	38051	uc007vty.2	Mtss1	metastasis suppressor protein 1 isoform 1	15.85	10.57	14.97	14.97	34.34	24.66	2.64	15.85	112-Cry2_n3R17	1	burg	1	23.2093023256	8.4852345525	17.5506486642	19.2266666667	0.6277081787	0.5449766628	0.4141947908	0.0117212986	0.0054573433	0.0361728721
113	chr9	50315581	50316020	50315815	33	Intergenic	Intergenic	13170	uc009pjo.1	1600029D21Rik	placenta-expressed transcript 1 protein	15.85	11.45	5.28	15.85	41.39	25.54	5.28	32.58	113-Cry2_n3R17	1	burg	1	22.4269662921	13.1015247172	18.0375982742	19.2266666667	0.6724061549	0.5996075226	0.6038894122	0.0065919029	0.0038088196	0.0252459734
114	chr7	143177701	143178190	143177865	24	Intergenic	Intergenic	132580	uc009ken.1	AK031861	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330420H09 product:unclassifiable, full insert sequence.	8.81	8.81	16.73	31.7	28.18	21.13	2.64	36.98	114-Cry2_n3R17	1	default	1	24	10.5683150464	13.9776568539	19.2266666667	0.8393607303	0.8036631148	0.4566997407	0.0002668903	0.0013804098	0.0091497613
115	chr4	57124901	57125430	57125295	22	intron (uc008sxz.2, intron 1 of 15)	intron (NM_019427, intron 1 of 15)	30863	uc008sxz.2	Epb4.1l4b	band 4.1-like protein 4B	15.85	6.16	7.04	25.54	39.63	21.13	4.4	13.21	115-Cry2_n3R17	0	burg	1	22.5536723164	14.0017186178	16.7053077608	19.225	0.7667181628	0.7148777545	0.5970216835	0.001430422	0.0018196775	0.0120613562
116	chr4	141297771	141298270	141297980	19	Intergenic	Intergenic	-4570	uc008vpe.1	Agmat	agmatinase, mitochondrial precursor	12.33	10.57	16.73	17.61	36.98	21.13	7.93	21.13	116-Cry2_n3R17	1	yule-walker	1	22.8114285714	8.9108442277	16.2494037816	19.225	0.5669059626	0.4706628431	0.4505445983	0.0231536744	0.0084934645	0.0562971736
117	chr14	46007201	46007700	46007365	28	intron (uc007tgp.1, intron 1 of 5)	intron (NM_019425, intron 1 of 5)	1021	uc007tgp.1	Gnpnat1	glucosamine 6-phosphate N-acetyltransferase	14.09	7.04	19.37	20.25	38.74	15.85	7.04	31.7	117-Cry2_n3R17	0	burg	1	23.6213017751	10.1156317569	15.0656786929	19.2233333333	0.5700142506	0.4744618619	0.5062013932	0.0224152342	0.0083287448	0.0552053636
118	chr19	46835751	46836130	46835895	29	promoter-TSS (uc008hue.1)	promoter-TSS (NM_001102471)	-159	uc008hue.1	Cnnm2	metal transporter CNNM2 isoform a	11.45	5.28	9.69	29.94	32.58	25.54	2.64	1.76	118-Cry2_n3R17	0	mle	1	22.9425287356	12.829478275	16.05330141	19.08	0.8155724553	0.7745885564	0.5574436719	0.0004968394	0.0014627766	0.0096957123
119	chr11	98812781	98813181	98813045	27	Intergenic	intron (NM_001177303, intron 2 of 8)	-8804	uc007lhz.2	Rara	retinoic acid receptor alpha isoform 2	8.81	2.64	7.04	34.34	44.03	17.61	1.76	1.76	119-Cry2_n3R17	0	burg	1	22.5536723164	18.5667104333	15.5878115782	19.0783333333	0.7800478378	0.7311695795	0.7944127815	0.0010976833	0.001637825	0.0108559846
120	chr7	139812011	139812410	139812170	33	intron (uc009kce.1, intron 1 of 6)	intron (NM_029609, intron 1 of 6)	9884	uc009kce.1	Lhpp	phospholysine phosphohistidine inorganic	17.61	7.04	7.04	22.01	26.42	34.34	1.76	9.69	120-Cry2_n3R17	0	mle	1	24.3414634146	11.5900286883	18.2940685036	19.0766666667	0.8080522493	0.7653971935	0.5186726406	0.0005947352	0.0014876685	0.0098607032
121	chr12	72116591	72117070	72116730	32	promoter-TSS (uc007nud.1)	promoter-TSS (NM_001081195)	-124	uc007nud.1	Arid4a	AT-rich interactive domain-containing protein	13.21	7.04	7.04	22.89	43.15	21.13	5.28	30.82	121-Cry2_n3R17	0	burg	1	23.2093023256	14.2774106529	16.5481844122	19.0766666667	0.7095660548	0.6450251781	0.649974752	0.0038345392	0.0028134318	0.0186482513
122	chr11	98634961	98635361	98635250	20	intron (uc007lhh.1, intron 1 of 7)	CpG	1395	uc007lhh.1	Nr1d1	nuclear receptor subfamily 1 group D member 1	14.97	9.69	10.57	29.94	23.78	24.66	3.52	7.93	122-Cry2_n3R17	1	yule-walker	1	22.4269662921	8.3273557198	16.2540161166	18.935	0.6311331369	0.5491627229	0.4025089149	0.0112438072	0.005311226	0.0352043639
123	chr9	21171791	21172310	21172025	20	promoter-TSS (uc009old.1)	promoter-TSS (NM_001042708)	-397	uc009old.1	Ilf3	interleukin enhancer-binding factor 3 isoform 1	11.45	10.57	14.09	35.22	29.94	12.33	4.4	11.45	123-Cry2_n3R17	1	yule-walker	1	23.0751445087	11.8885299831	13.8664757766	18.9333333333	0.7534871785	0.6987065515	0.5190272826	0.0018334869	0.0019767595	0.0131025415
124	chr18	61597521	61598091	61597855	18	Intergenic	Intergenic	-37721	uc008fbx.1	Ppargc1b	peroxisome proliferator-activated receptor gamma	15.85	4.4	27.3	24.66	26.42	14.97	8.81	17.61	124-Cry2_n3R17	0	burg	1	22.5536723164	8.6949207239	13.6604421084	18.9333333333	0.5873080869	0.4955987728	0.4286955924	0.0186344601	0.0073405889	0.0486555764
